P101, 568905, 278574,  12,  51
P102, 564910, 277995,  75,  46
P103, 565001, 276283,  51,  76
P104, 567924, 275199,  36,  96
P105, 570960, 275209,  80,  95
P106, 572918, 274306,  16,  19
P107, 566506, 273792,  24,  31
P108, 563363, 271614,  23,  55
P109, 565102, 269202,  93,  73
P110, 570743, 266822,  33,  28
P111, 514197, 353451,  26,  75
P112, 528974, 334225,  66,  35
P113, 562078, 366411,  38,   2
P114, 580567, 358878,  58,  26
P115, 557041, 346557,  87,  94
P116, 544265, 291794,  81,  46
P117, 578142, 326397,  41,  89
P118, 580387, 319564,  45,  31
P119, 578335, 314310,  83,  65
P120, 574501, 309603,  77,  67
P121, 577733, 305371,  86,   6
P122, 594615, 302470,  13,  58
P123, 489194, 318374,  69,  60
P124, 501596, 311088,  35,  31
P125, 507212, 309545,  95,  11
P126, 500690, 307812,  55,  99
P127, 502576, 298475,  17,  81
P128, 507745, 351032,  15,  38
P129, 502435, 319742,  48,  99
P130, 511287, 311164,  31,   6
P131, 500048, 362509,  78,  23
P132, 484113, 357398,  91,  61
P133, 510924, 334348,  83,  48
P134, 507653, 336347,  54,  37
P135, 503840, 348515,  26,  21
P136, 442044, 359909,  26,  33
P137, 484258, 352517,   9,  15
P138, 459194, 349599,  36,  74
P139, 458025, 348523,   1,  30
P140, 486488, 348402,  95,  74
P141, 456380, 346843,  73,  35
P142, 459321, 345193,  40,  83
P143, 448909, 340614,  71,   8
P144, 496661, 341926,  56,   8
P145, 479613, 303734,  46,  76
P146, 482544, 298833,  55,  27
P147, 472824, 311588,  81,  37
P148, 448653, 298913,  56,  48
P149, 482796, 297733,  39,  32
P150, 483025, 295679,  67,  13
P151, 530643, 292694,  81,  12
P152, 551715, 312866,  90,  89
P153, 562222, 322945,  11,  56
P154, 565547, 318929,  30,  44
P155, 578052, 322019,  52,  74
P156, 608059, 298201,  40,  24
P157, 594555, 286818,  27,  31
P158, 569678, 260028,  28,  17
P159, 560239, 292364,  46,  98
P160, 433860, 356797,  26,  26
P161, 426824, 332538,  57,  67
P162, 432911, 334388,  34,  97
P163, 448123, 335016,  85,  64
P164, 451978, 309537,  85,  27
P165, 463562, 301571,  59,  33
P166, 473467, 297368,  80,  91
P167, 487433, 317669,  12,  15
P168, 482961, 297766,  29,  49
P169, 532844, 297601,  83,  54
P170, 538241, 351421,  60,  46
P171, 533176, 332733,  73,   5
P172, 547332, 339547,  60,  83
P173, 552684, 313563,  41,  48
P174, 578084, 327364,  37,  92
P175, 581222, 316934,  33,  40
P176, 588284, 315579,  84,  80
P177, 596779, 301791,  25,  67
P178, 561096, 261797,  77,  27
P179, 564856, 264556,  61,  99
P180, 549220, 257817,  93,  69
P181, 551336, 271197,  94,  16
P182, 547232, 278883,  81,  60
P183, 542559, 289748,  12,  64
P184, 531650, 270821,  49,  99
P185, 452553, 301520,  53,  28
P186, 503820, 363279,   6,  50
P187, 568018, 351822,  15,  36
P188, 576147, 358560,  63,  32
P189, 568674, 365365,  45,  14
P190, 528509, 334627,  23,  71
P191, 442835, 338681,  17,  44
P192, 548826, 376869,  36,  39
P193, 601186, 266122,  75,   4
P194, 525048, 344850,  95,   1
P195, 526539, 337849,  41,  63
P196, 524245, 363823,  89,  31
P197, 592465, 337195,  29,   4
P198, 561254, 264495,  14,  39
P199, 602711, 311299,   6,  82
P200, 547332, 339547,   5,  65
P201, 568018, 351822,  47,  72
P202, 568018, 351822,  80,  28
P203, 568018, 351822,  57,  45
P204, 533176, 332733,  77,  86
P205, 576147, 358560,  13,  71
P206, 576147, 358560,  39,  47
P207, 549967, 260838,  58,  47
P208, 547232, 278883,  86,  29
P209, 573239, 315616,  91,  92
P210, 547182, 258486,  48,  12
P211, 449959, 340090,   6,  33
P212, 550807, 310858,  67,  16
P213, 437338, 336002,  68,  69
P214, 459103, 331896,  75,  75
P215, 451978, 309537,  54,  71
P216, 447802, 310179,  38,  36
P217, 434434, 336573,   8,  97
P218, 478315, 296752,  61,  11
P219, 501483, 339791,  79,  38
P220, 495616, 341615,  89,  72
P221, 541914, 348502,  14,  82
P222, 540680, 346508,  31,  64
P223, 563312, 311192,  29,  81
P224, 563451, 254136,   2,  46
P225, 547182, 258486,  81,   5
P226, 440473, 336402,  46,  19
P227, 442835, 338681,  31,  81
P228, 548826, 376869,  94,  92
P229, 598964, 314591,  96,  83
P230, 608144, 316198,  88,  99
P231, 433351, 334932,  20,  53
P232, 447687, 310236,  86,  27
P233, 440972, 336028,   4,  42
P234, 450170, 355389,  78,   9
P235, 486815, 337820,  72,  75
P236, 537733, 334611,  82,  42
P237, 602798, 311287,  34,  14
P238, 548826, 376869,  23,  20
P239, 420995, 332826,  13,   8
P240, 424964, 331637,  80,  36
P241, 432911, 334388,  36,  22
P242, 448986, 343606,  84,  78
P243, 502302, 338316,  81,  26
P244, 526438, 337572,  41,  41
P245, 524710, 332215,  85,  41
P246, 542771, 346201,  88,  76
P247, 533176, 332733,  31,  65
P248, 546439, 336442,  24,  21
P249, 547332, 339547,  51,  30
P250, 559065, 347433,  67,  51
P251, 606116, 299846,  11,  31
P252, 572141, 260948,  15,  74
P253, 543790, 267418,  25,  36
P254, 543464, 270155,  32,  18
P255, 542370, 263633,   6,  86
P256, 445144, 350788,  29,  80
P257, 510308, 368833,  38,  58
P258, 524105, 364128,  49,  61
P259, 572550, 363354,  93,  39
P260, 550965, 353062,  67,  40
P261, 596393, 278542,  64,   1
P262, 555231, 345012,  16,  93
P263, 437027, 339823,  56,  65
P264, 424193, 335903,  58,  18
P265, 433860, 356797,  38,  24
P266, 458219, 349078,  42,  57
P267, 426881, 332365,  48,  58
P268, 526385, 337502,  79,  29
P269, 532809, 333354,  45,  82
P270, 542370, 263633,  36,  90
P271, 442835, 338681,  20,  96
P272, 508327, 349412,  69,  41
P273, 425797, 335250,  46,  99
P274, 543512, 351219,  96,  58
P275, 432810, 334511,  35,  70
P276, 451978, 309318,  13,  98
P277, 506880, 337813,  55,   1
P278, 512718, 334491,  45,  24
P279, 526317, 337817,  58,  21
P280, 513441, 313827,  73,   3
P281, 538523, 348066,  60,  42
P282, 532714, 332733,  83,  96
P283, 536079, 289228,  98,  27
P284, 545088, 335641,  75,  81
P285, 550642, 320820,  37,  23
P286, 563463, 311186,  65,  77
P287, 577616, 346093,  58,  80
P288, 573255, 315601,  62,  55
P289, 599389, 323476,  16,  42
P290, 609383, 308834,  71,   3
P291, 602807, 257760,  25,  10
P292, 563349, 254170,  50,  53
P293, 551290, 271217,  62,  31
P294, 543653, 269965,  28,  55
P295, 432962, 360255,  91,  83
P296, 496309, 366668,  14,  95
P297, 562571, 343243,  10,  78
P298, 572167, 354617,   6,  76
P299, 551007, 353171,   7,  47
P300, 596147, 278829,  53,  11
P301, 528509, 334627,   6,  99
P302, 531470, 349673,  38,  48
P303, 434182, 356973,  24,  29
P304, 507357, 337479,  77,  21
P305, 533116, 330800,  36,  98
P306, 545963, 336359,   3,  26
P307, 549326, 320348,  41,  77
P308, 573239, 315616,  28,  24
P309, 563424, 343164,  37,  94
P310, 534706, 277973,  91,  86
P311, 533994, 274810,  67,  25
P312, 592861, 336799,  41,  76
P313, 484908, 353482,  66,  77
P314, 473444, 297394,  36,  71
P315, 549520, 305578,  16,  81
P316, 568623, 365068,  36,  81
P317, 549893, 375754,  87,  67
P318, 500013, 369237,  36,  73
P319, 438110, 336476,  75,  68
P320, 480890, 300540,  57,  16
P321, 554037, 299389,  86,  98
P322, 559956, 265616,  61,  34
P323, 560003, 268238,   7,   1
P324, 562033, 266591,  82,  27
P325, 561707, 265783,  97,  94
P326, 561624, 266676,  28,  15
P327, 560909, 267738,  51,  33
P328, 562134, 267738,  92,  35
P329, 562447, 267166,   8,  93
P330, 563263, 268496,  21,  11
P331, 561064, 267829,  33,  95
P332, 561949, 266015,   8,  17
P333, 561351, 267557,  78,  99
P334, 561855, 265710,  88,  75
P335, 560898, 267697,  81,  47
P336, 561380, 267698,   4,  60
P337, 562444, 266587,  54,  83
P338, 560525, 266270,  99,  47
P339, 560338, 268193,  68,  12
P340, 565097, 274714,  74,  59
P341, 567849, 274685,  71,  28
P342, 563668, 267518,  25,  87
P343, 566824, 252625,  35,  64
P344, 563614, 256130,  21,  81
P345, 562138, 255259,  32,  57
P346, 564409, 256062,  56,   3
P347, 566021, 251749,  26,  72
P348, 565336, 255818,  99,  36
P349, 568576, 255025,  77,  20
P350, 565338, 254504,  61,   3
P351, 567371, 255408,  23,  29
P352, 553170, 255246,  26,  17
P353, 552287, 254444,  77,  51
P354, 553894, 256030,  62,  73
P355, 573331, 274615,  13,  87
P356, 560004, 268239,  95,  29
P357, 557623, 266398,  25,   9
P358, 559317, 269681,  58,  34
P359, 559629, 268425,  68,  71
P360, 558958, 269198,  24,  76
P361, 560319, 259135,  72,  13
P362, 559900, 258467,  44,   9
P363, 555209, 261761,  79,  95
P364, 555717, 259325,  37,  77
P365, 558327, 260092,  77,  39
P366, 560014, 270974,  52,   9
P367, 562760, 268767,  44,  99
P368, 561613, 269156,   9,  95
P369, 563034, 268732,   5,  23
P370, 577482, 272290,  14,  88
P371, 561882, 252047,  31,  14
P372, 570956, 267051,  57,  28
P373, 564957, 276995,  91,  82
P374, 566793, 279027,  81,  89
P375, 568337, 282477,   5,  53
P376, 560500, 256418,  36,  64
P377, 603168, 258457,   6,  97
P378, 573287, 257214,  56,  38
P379, 572700, 257324,  38,  32
P380, 589526, 267998,  40,  25
P381, 569483, 255532,   5,  59
P382, 572114, 316547,  49,  97
P383, 566007, 268440,   7,  88
P384, 561772, 256490,  98,  35
P385, 561664, 255603,   1,  34
P386, 563232, 255422,  95,  64
P387, 560638, 259055,  66,  95
P388, 563598, 257622,  22,  74
P389, 564066, 255824,  35,  44
P390, 563965, 255824,  95,  57
P391, 559357, 256435,  39,  12
P392, 572992, 268725,  28,  60
P393, 568084, 258449,   5,  81
P394, 567412, 260144,  18,  49
P395, 568913, 256147,  78,  12
P396, 569418, 258557,  32,  52
P397, 565130, 259542,  71,  38
P398, 568432, 262054,  52,  91
P399, 568099, 255227,  31,  25
P400, 569307, 259863,  77,  66
P401, 569574, 260236,  55,   3
P402, 569531, 256386,  75,  61
P403, 569373, 258630,  87,  51
P404, 566362, 260763,  58,  21
P405, 567176, 258192,  37,  42
P406, 566370, 259730,  70,  48
P407, 570903, 260749,  16,  70
P408, 569417, 258559,  44,  69
P409, 566952, 257913,  58,  78
P410, 566485, 261186,  93,  86
P411, 564635, 258273,  11,  89
P412, 558022, 266097,  55,  34
P413, 554919, 261995,  79,  74
P414, 563665, 258447,   6,  56
P415, 562012, 260620,   5,  71
P416, 563432, 259201,  18,  82
P417, 599766, 260411,  57,   6
P418, 600277, 261209,  33,  69
P419, 565496, 266821,  10,  44
P420, 564722, 266379,  11,  23
P421, 597121, 270089,  58,  70
P422, 567285, 268806,  33,  50
P423, 566190, 268201,  63,  41
P424, 560856, 253395,  49,  37
P425, 567062, 265468,  40,  44
P426, 567306, 264494,  42,  96
P427, 567710, 264881,   4,  96
P428, 544172, 256864,   9,  28
P429, 543665, 275538,  81,  68
P430, 545839, 274325,  74,  48
P431, 542653, 273547,  27,  88
P432, 542951, 270192,  81,  10
P433, 542943, 271127,  52,  48
P434, 543818, 271505,  20,  73
P435, 542810, 271123,  80,  18
P436, 546779, 257351,  20,  33
P437, 547939, 272010,   9,  98
P438, 543952, 282252,  62,  14
P439, 543166, 284304,  99,  30
P440, 543559, 283380,   2,  99
P441, 543344, 285889,  43,  78
P442, 544083, 282040,  66,  68
P443, 543575, 283209,  24,  68
P444, 544558, 283899,   1,   1
P445, 544705, 284720,  25,  88
P446, 545333, 285997,  10,  75
P447, 544770, 284791,  27,   8
P448, 543032, 265121,  18,  28
P449, 542947, 265555,  61,   2
P450, 549945, 285357,  21,  32
P451, 546249, 261641,  12,  83
P452, 538974, 280624,  49,   9
P453, 546779, 257352,   8,   7
P454, 557637, 277053,  69,  77
P455, 558020, 277053,  65,  92
P456, 547622, 274856,  90,  46
P457, 549068, 282769,  59,  90
P458, 543350, 262714,  28,  51
P459, 548043, 279011,  62,  86
P460, 551936, 269026,  82,  88
P461, 542328, 259027,  57,  43
P462, 545104, 259800,   7,  76
P463, 556762, 280172,  82,   2
P464, 529847, 291100,  82,  85
P465, 533718, 302567,  59,  62
P466, 532581, 298118,  37,  51
P467, 542103, 293438,  22,  43
P468, 541058, 291431,  17,  80
P469, 542102, 293441,  90,  97
P470, 543024, 293355,  88,  81
P471, 541781, 288899,  83,  94
P472, 543544, 290818,  55,  25
P473, 541697, 288535,  68,  94
P474, 530596, 299009,  16,  39
P475, 545508, 288632,  10,  86
P476, 531791, 301534,   9,  40
P477, 547299, 297001,  73,   6
P478, 546409, 292986,  35,  34
P479, 551844, 291560,  82,  70
P480, 555629, 284987,  83,  50
P481, 572833, 303921,  56,  26
P482, 550259, 306727,  55,  13
P483, 564863, 292752,  22,  85
P484, 551021, 297725,  66,  66
P485, 569894, 306154,  99,  35
P486, 551684, 295276,   4,  56
P487, 565434, 300273,  78,  40
P488, 547931, 300273,  28,  26
P489, 547359, 296840,  60,  55
P490, 545210, 299529,  31,  30
P491, 555967, 293071,  29,  33
P492, 559034, 315596,  57,  25
P493, 546973, 286286,  43,  10
P494, 546952, 286286,  45,  39
P495, 542363, 263866,  25,  21
P496, 591718, 324651,  21,  28
P497, 589037, 319116,  75,  63
P498, 589707, 314004,  46,  75
P499, 595471, 337969,  74,  20
P500, 598665, 324339,  40,   1
P501, 583050, 292846,  82,  24
P502, 598592, 322502,  18,  19
P503, 597336, 323511,  89,  46
P504, 597300, 323560,  77,  52
P505, 598369, 324026,  56,   1
P506, 596825, 310012,  54,  81
P507, 585682, 275485,   8,  79
P508, 590172, 318151,   2,   1
P509, 591081, 317845,  97,  56
P510, 597435, 335512,  83,  93
P511, 600883, 326931,  65,  66
P512, 590815, 326106,  14,  86
P513, 591371, 319125,  23,  85
P514, 602709, 318553,  85,  45
P515, 587359, 320470,  92,  98
P516, 603699, 320488,  97,  52
P517, 583861, 322950,  17,  33
P518, 596590, 319306,  50,  28
P519, 596553, 323217,  43,  66
P520, 602813, 317413,  46,  64
P521, 596930, 322971,  14,  32
P522, 595914, 319680,  84,  13
P523, 587495, 314853,  65,  45
P524, 602993, 321759,   9,  47
P525, 591024, 322549,  69,  66
P526, 588414, 321494,  31,  49
P527, 598090, 323414,  56,  17
P528, 591610, 321229,  11,  23
P529, 603878, 323382,  63,  95
P530, 598396, 324388,  96,  13
P531, 596534, 323164,  55,  98
P532, 598406, 323863,  17,  50
P533, 598307, 322789,  29,  93
P534, 591399, 320509,  88,  17
P535, 600396, 321732,  42,  45
P536, 594000, 322504,  32,  58
P537, 598797, 324174,  96,  16
P538, 594994, 322386,  75,  88
P539, 599375, 326111,  63,  75
P540, 600867, 322565,  98,  99
P541, 597336, 323573,  17,  99
P542, 599082, 324392,  53,  80
P543, 600201, 321715,  79,  31
P544, 599430, 324193,  91,  85
P545, 596966, 322975,  39,  46
P546, 591814, 320874,   5,  21
P547, 594293, 322038,   9,   4
P548, 590104, 318473,   3,  14
P549, 598341, 323597,  88,  37
P550, 587745, 324706,  10,  94
P551, 598505, 322594,  12,  45
P552, 598713, 323799,   2,  97
P553, 595093, 323802,  14,  72
P554, 596658, 323002,  97,  53
P555, 592372, 321786,  50,   2
P556, 589412, 325887,   3,  49
P557, 604041, 316928,   6,  26
P558, 587730, 314776,  99,  14

// Distance Matrix (requires v1.1)
// D, Distance 0-0, Distance 0-1, Distance 0-2, ..., Distance 0-N
D,   0.00,  42.90,  38.68,  76.85,  52.93,  44.20,  92.18,  77.80,  60.06,  55.02,  30.09,  59.85,  86.13, 129.74, 118.03,  56.51,  67.35, 108.95, 100.68, 166.94, 163.13,  90.45,  73.70,  86.13,  66.39,  57.97,  58.02,  58.01,  68.81,  66.11,  64.52, 108.64,  57.95,  58.00,  52.74, 126.20,  33.13, 120.97, 105.09, 120.27,  41.23,  33.77,  68.38, 142.77,  65.46,  49.06, 165.79, 106.13,  60.02,  80.02,  80.02,  18.64,  30.29,  44.33,  55.16,  28.19,  35.82,  39.82,  48.84,  44.71,  51.41,  47.04,  56.34,  62.48,  61.57,  74.25,  63.55,  64.94,  32.86,  70.68,  52.74,  53.46,  53.27,  43.30,  30.04,  27.42,  20.89,  17.05,  15.82,   9.56,  16.70,  18.91,  15.24,  17.61,  13.90,  19.88,  28.45,  12.55,  16.21,  19.40,  19.89,  24.37,  24.05, 102.23,  92.66,  84.56,  52.93,  65.04,  22.10,  31.45,  27.68,  28.81,  26.04,  30.33,  29.68,  33.43,  36.10,  28.78,  34.52,  35.55,  38.57,  85.63,  59.75, 111.59,  95.33,  68.02,  29.07,  46.96,  39.50,  34.16,  26.02,  32.54,  46.31, 100.16,  82.86,  78.33,  85.91,  89.10, 101.24,  82.76,  74.71, 111.91, 113.91,  68.21,  74.15, 105.36, 165.49, 109.18, 127.03, 128.87, 104.68, 132.47, 131.81, 143.25,  87.67, 118.08, 119.55, 122.09, 146.20, 119.95, 122.11,  53.30,  20.40,  37.05,  34.45,  41.33,  60.85,  54.77,  48.82,   7.65, 160.06, 167.26, 160.95, 154.84, 143.98, 130.12, 125.57, 102.23, 119.75,  44.20,  76.18,  60.02,  56.71,  19.79,  48.58,  39.92,  49.07,  48.13,  48.35,  43.04,  58.24,  37.03,  29.07,  34.37,  57.84, 141.37, 106.27,  80.02,  92.08, 103.80,  59.08, 148.89, 110.65,  75.67,  67.61,  61.01, 128.24,  72.35,  47.46,  64.24,  56.71,  80.02,  80.02,  80.02,  60.02,  92.08,  92.08,  48.36,  29.07,  30.29,  56.39, 142.77,  19.01, 155.91, 150.39, 143.98, 149.11, 161.00, 125.69,  81.19,  88.46,  69.21,  74.81,  19.61,  59.48,  56.39, 152.75, 148.89, 110.65,  66.90,  71.82, 160.17, 151.57, 153.48, 154.62, 105.55,  65.07,  64.05, 110.65, 174.66, 171.18, 160.95, 141.55,  78.10,  60.48,  53.96,  66.04,  60.02,  52.49,  56.71,  69.75,  57.92,  45.33,  44.13,  41.29,  49.06, 145.22, 113.43, 127.90,  98.12,  75.69,  68.38,  65.42, 159.53, 174.58, 160.06, 128.96, 167.50,  60.53,  60.89,  49.06, 148.89, 102.42, 172.64,  72.72, 161.06, 143.80,  76.03,  67.85,  61.05,  70.50,  73.40,  60.61,  41.64,  53.60,  28.72,  19.45,  71.91,  30.28,  78.26,  72.25,  77.41,  59.37,  37.03,  41.63, 166.28, 130.81,  73.52,  85.09,  75.90,  66.42,  59.08,  77.02, 160.72,  73.30,  58.00,  53.38,  30.35,  30.29,  74.64,  49.39,  51.96,  72.54, 109.58, 125.61,  16.03, 102.94, 111.02, 115.94, 155.27, 122.77,   8.68,  49.99,  41.18,  44.08,  48.92,  44.08,  42.73,  43.24,  43.11,  39.12,  42.55,  44.64,  42.82,  48.94,  42.78,  42.92,  44.53,  49.54,  41.28,  30.14,  30.05,  40.59,  58.85,  57.64,  61.37,  56.51,  60.43,  56.62,  54.82,  59.44,  55.34,  60.84,  62.26,  59.31,  36.63,  41.18,  39.11,  36.43,  41.52,  41.76,  53.58,  53.83,  43.85,  47.20,  52.51,  36.33,  38.49,  39.27,  38.77,  43.11,  63.65,  38.40,  27.41,  26.88,  32.84,  65.68,  77.38,  53.00,  53.71,  65.01,  54.23,  31.75,  39.62,  62.19,  62.46,  58.78,  54.02,  53.65,  57.02,  57.10,  56.52,  44.88,  53.44,  51.59,  53.84,  50.64,  53.70,  46.33,  54.56,  49.26,  48.97,  52.98,  50.55,  53.42,  52.47,  52.50,  50.73,  50.64,  52.85,  52.89,  55.81,  42.17,  43.93,  52.05,  49.17,  50.98,  72.72,  72.18,  41.84,  44.49,  75.31,  38.26,  39.70,  63.10,  41.18,  41.70,  41.11,  59.81,  35.85,  36.07,  37.93,  41.90,  41.88,  40.18,  42.00,  57.71,  36.83,  31.54,  32.32,  31.58,  32.74,  31.97,  31.49,  30.03,  32.65,  34.60,  32.65,  48.08,  47.64,  22.49,  51.35,  40.00,  57.71,  28.24,  26.58,  33.50,  24.59,  49.72,  29.89,  39.76,  60.90,  56.11,  26.29,  54.01,  46.40,  45.04,  33.26,  34.96,  33.26,  32.22,  35.23,  31.59,  34.43,  48.39,  21.31,  50.95,  15.22,  18.55,  13.17,  17.50,  18.96,  15.96,  11.68,  10.03,  16.63,  11.69,   9.87,  18.19,  15.32,  18.59,  10.30,  23.50,  26.09,  26.10,  49.07,  58.84,  54.93,  47.36,  97.74,  79.63,  35.32,  78.99,  79.95,  80.02,  79.44,  57.70,  52.87,  54.28,  54.32,  91.78,  79.79,  58.67,  57.88,  71.10,  49.15,  73.39,  47.67,  56.92,  80.71,  70.63,  80.24,  57.27,  47.28,  78.14,  61.40,  53.22,  78.92,  59.81,  76.36,  79.93,  80.70,  79.31,  79.29,  59.26,  73.54,  62.96,  79.41,  61.78,  79.85,  77.68,  79.99,  79.55,  73.74,  78.01,  80.21,  59.47,  60.77,  54.55,  78.78,  53.53,  79.00,  78.89,  62.78,  80.51,  59.95,  56.08,  69.07,  47.35
