;;16;109,567;4,65065;2223;1706;559-418-413-138-160-420-421-419-423-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-444-442-46-559
;;17;109,567;4,68728;2223;1706;559-418-413-138-160-420-421-419-423-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-444-442-46-559
;;18;109,567;4,7111;2223;1706;559-418-413-138-160-420-421-419-423-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-444-442-46-559
;;19;109,567;4,7529;2223;1706;559-418-413-138-160-420-421-419-423-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-442-444-46-559
;;20;109,567;4,76417;2223;1706;559-418-413-138-160-420-421-419-423-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-442-444-46-559
;;21;109,647;4,86627;2223;1706;559-424-138-160-420-418-413-421-419-423-164-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-442-444-46-559
;;22;108,407;5,00997;2223;1706;559-418-160-420-413-421-419-423-138-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-442-444-46-559
;;23;108,527;5,04374;2223;1706;559-418-413-421-419-423-424-164-138-160-420-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-442-444-46-559
;;24;109,707;5,29033;2223;1706;559-418-413-421-160-420-138-419-423-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-442-444-46-559
;;25;109,707;5,32115;2223;1706;559-418-413-421-160-420-138-419-423-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-442-444-46-559
;;26;109,707;5,32747;2223;1706;559-418-413-421-160-420-138-419-423-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-442-444-46-559
;;27;108,527;5,38052;2223;1706;559-418-413-421-419-423-424-164-138-160-420-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-442-444-46-559
;;28;108,397;5,61934;2223;1706;559-413-421-419-423-164-424-138-160-420-418-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-442-444-46-559
;;29;108,527;6,09859;2223;1706;559-418-413-421-419-423-424-164-138-160-420-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-442-444-46-559
;;30;108,537;6,18851;2223;1706;559-418-420-424-164-138-160-423-419-421-413-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-442-444-46-559
;;31;108,537;6,41697;2223;1706;559-418-420-424-164-138-160-423-419-421-413-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-442-444-46-559
;;32;108,397;6,63231;2223;1706;559-413-421-419-423-424-164-138-160-420-418-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-124-55-34-334-488-155-442-444-46-559
;;33;107,777;6,79692;2223;1706;559-418-413-421-419-423-160-420-138-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-124-55-34-334-488-155-442-444-46-559
;;34;108,527;6,84963;2223;1706;559-418-413-421-419-423-424-164-138-160-420-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-124-55-34-334-488-155-442-444-46-559
;;35;109,107;8,04138;2223;1706;559-418-413-420-138-160-421-419-423-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-444-442-46-559
;;36;109,427;8,04706;2223;1706;559-418-413-421-420-138-160-419-423-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-444-442-46-559
;;37;109,427;8,06044;2223;1706;559-418-413-421-420-138-160-419-423-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-444-442-46-559
;;38;109,427;8,09115;2223;1706;559-418-413-421-420-138-160-419-423-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-444-442-46-559
;;39;109,427;8,10955;2223;1706;559-418-413-421-420-138-160-419-423-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-444-442-46-559
;;40;108,527;8,17487;2223;1706;559-418-413-421-419-423-424-164-138-160-420-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-444-442-46-559
;;41;108,537;8,24324;2223;1706;559-418-420-424-164-138-160-423-419-421-413-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-444-442-46-559
;;42;109,707;8,44491;2223;1706;559-418-413-421-160-420-138-419-423-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-444-442-46-559
;;43;109,707;8,45186;2223;1706;559-418-413-421-160-420-138-419-423-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-444-442-46-559
;;44;108,557;8,47262;2223;1706;559-413-421-419-423-164-138-160-420-418-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-444-442-46-559
;;45;108,557;8,8766;2223;1706;559-413-421-419-423-164-138-160-420-418-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-444-442-46-559
;;46;108,557;9,39231;2223;1706;559-413-421-419-423-164-138-160-420-418-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-444-442-46-559
;;47;108,537;9,85815;2223;1706;559-418-420-424-164-138-160-423-419-421-413-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-444-442-46-559
;;48;108,267;10,255;2223;1706;559-420-418-413-421-419-423-138-160-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-444-442-46-559
;;49;108,537;10,3037;2223;1706;559-418-420-424-164-138-160-423-419-421-413-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-444-442-46-559
;;50;107,287;10,382;2223;1706;559-418-413-421-419-423-138-160-420-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-444-442-46-559
;;51;108,397;11,867;2223;1706;559-413-421-419-423-424-164-138-160-420-418-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-444-442-46-559
;;52;108,397;12,0514;2223;1706;559-413-421-419-423-164-424-138-160-420-418-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-444-442-46-559
;;53;108,407;12,2624;2223;1706;559-418-160-420-413-421-419-423-138-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-444-442-46-559
;;54;108,267;12,2757;2223;1706;559-420-418-413-421-419-423-138-160-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-444-442-46-559
;;55;108,537;12,9597;2223;1706;559-418-420-424-164-138-160-423-419-421-413-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-444-442-46-559
;;56;108,757;12,9653;2223;1706;559-418-138-160-420-413-421-419-423-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-444-442-46-559
;;57;108,757;12,9854;2223;1706;559-418-138-160-420-413-421-419-423-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-442-444-46-559
;;58;108,257;13,0346;2223;1706;559-160-420-418-413-421-419-423-138-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-442-444-46-559
;;59;108,407;13,1172;2223;1706;559-418-160-420-413-421-419-423-138-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-442-444-46-559
;;60;108,527;13,1882;2223;1706;559-418-413-421-419-423-424-164-138-160-420-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-442-444-46-559
;;61;108,537;13,358;2223;1706;559-418-420-424-164-138-160-423-419-421-413-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-442-444-46-559
;;62;108,267;13,6364;2223;1706;559-420-418-413-421-419-423-138-160-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-442-444-46-559
;;63;108,527;13,9677;2223;1706;559-418-413-421-419-423-424-164-138-160-420-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-442-444-46-559
;;64;108,397;14,0694;2223;1706;559-413-421-419-423-164-424-138-160-420-418-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-442-444-46-559
;;65;108,397;14,4462;2223;1706;559-413-421-419-423-164-424-138-160-420-418-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-442-444-46-559
;;66;108,527;15,4113;2223;1706;559-418-413-421-419-423-424-164-138-160-420-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-124-55-34-334-488-155-442-444-46-559
;;67;108,397;16,195;2223;1706;559-413-421-419-423-424-164-138-160-420-418-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-442-444-46-559
;;68;108,407;16,2484;2223;1706;559-418-160-420-413-421-419-423-138-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-442-444-46-559
;;69;108,267;16,3453;2223;1706;559-420-418-413-421-419-423-138-160-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-442-444-46-559
;;70;109,937;17,0361;2223;1706;559-418-420-424-138-160-413-421-419-423-164-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-442-444-46-559
;;71;109,937;17,4613;2223;1706;559-418-420-424-138-160-413-421-419-423-164-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-442-444-46-559
;;72;109,937;17,5187;2223;1706;559-418-420-424-138-160-413-421-419-423-164-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-444-442-46-559
;;73;109,937;17,5247;2223;1706;559-418-420-424-138-160-413-421-419-423-164-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-444-442-46-559
;;74;109,937;17,5583;2223;1706;559-418-420-424-138-160-413-421-419-423-164-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-442-444-46-559
;;75;109,937;17,5704;2223;1706;559-418-420-424-138-160-413-421-419-423-164-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-442-444-46-559
;;76;109,937;17,6478;2223;1706;559-418-420-424-138-160-413-421-419-423-164-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-124-55-34-334-488-155-442-444-46-559
;;77;109,707;17,6664;2223;1706;559-418-413-421-160-420-138-419-423-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-124-55-34-334-488-155-442-444-46-559
;;78;109,107;17,6785;2223;1706;559-418-413-420-138-160-421-419-423-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-124-55-34-334-488-155-442-444-46-559
;;79;109,107;17,71;2223;1706;559-418-413-420-138-160-421-419-423-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-124-55-34-334-488-155-442-444-46-559
;;80;108,577;17,7206;2223;1706;559-418-420-138-160-413-421-419-423-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-124-55-34-334-488-155-442-444-46-559
;;81;108,757;17,7437;2223;1706;559-418-138-160-420-413-421-419-423-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-124-55-34-334-488-155-442-444-46-559
;;82;109,657;17,9239;2223;1706;559-418-424-138-160-420-413-421-419-423-164-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-124-55-34-334-488-155-442-444-46-559
;;83;109,657;17,9488;2223;1706;559-418-424-138-160-420-413-421-419-423-164-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-442-444-46-559
;;84;109,657;18,0584;2223;1706;559-418-424-138-160-420-413-421-419-423-164-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-442-444-46-559
;;85;109,197;19,2533;2223;1706;559-418-413-420-424-138-160-419-423-164-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-442-444-46-421-559
;;86;109,197;19,2727;2223;1706;559-418-413-420-424-138-160-419-423-164-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-442-444-46-421-559
;;87;109,197;19,3097;2223;1706;559-418-413-420-424-138-160-419-423-164-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-442-444-46-421-559
;;88;108,117;19,3231;2223;1706;559-418-413-160-420-138-423-419-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-442-444-46-421-559
;;89;109,307;19,5854;2223;1706;559-418-413-423-419-424-164-138-160-420-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-442-444-46-421-559
;;90;108,117;19,769;2223;1706;559-418-413-160-420-138-419-423-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-442-444-46-421-559
;;91;107,777;21,7221;2223;1706;559-418-413-421-419-423-160-420-138-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-444-442-46-559
;;92;108,267;21,7749;2223;1706;559-420-418-413-421-419-423-138-160-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-444-442-46-559
;;93;108,527;21,895;2223;1706;559-418-413-421-419-423-424-164-138-160-420-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-444-442-46-559
;;94;108,397;22,7392;2223;1706;559-413-421-419-423-424-164-138-160-420-418-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-444-442-46-559
;;95;108,397;23,3028;2223;1706;559-413-421-419-423-164-424-138-160-420-418-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-444-442-46-559
;;96;108,407;23,3872;2223;1706;559-418-160-420-413-421-419-423-138-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-444-442-46-559
;;97;108,757;24,9384;2223;1706;559-418-138-160-420-413-421-419-423-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-444-442-46-559
;;98;108,757;24,9501;2223;1706;559-418-138-160-420-413-421-419-423-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-444-442-46-559
;;99;109,657;24,9557;2223;1706;559-418-424-138-160-420-413-421-419-423-164-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-444-442-46-559
;;100;108,527;25,056;2223;1706;559-418-413-421-419-423-424-164-138-160-420-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-444-442-46-559
;;101;108,257;28,5395;2223;1706;559-160-420-418-413-421-419-423-138-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-444-442-46-559
;;102;108,407;29,1875;2223;1706;559-418-160-420-413-421-419-423-138-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-444-442-46-559
;;103;108,407;32,2758;2223;1706;559-418-160-420-413-421-419-423-138-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-444-442-46-559
;;104;108,407;35,2234;2223;1706;559-418-160-420-413-421-419-423-138-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-444-442-46-559
;;105;108,757;35,3142;2223;1706;559-418-138-160-420-413-421-419-423-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-444-442-46-559
;;106;108,757;35,4466;2223;1706;559-418-138-160-420-413-421-419-423-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-442-444-46-559
;;107;109,107;35,4592;2223;1706;559-418-413-420-138-160-421-419-423-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-442-444-46-559
;;108;109,427;36,3236;2223;1706;559-418-413-421-420-138-160-419-423-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-442-444-46-559
;;109;109,707;36,856;2223;1706;559-418-413-421-160-420-138-419-423-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-442-444-46-559
;;110;108,577;37,3975;2223;1706;559-418-420-138-160-413-421-419-423-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-442-444-46-559
;;111;108,577;37,8584;2223;1706;559-418-420-138-160-413-421-419-423-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-442-444-46-559
;;112;109,107;37,9272;2223;1706;559-418-413-420-138-160-421-419-423-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-442-444-46-559
;;113;109,107;37,9401;2223;1706;559-418-413-420-138-160-421-419-423-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-442-444-46-559
;;114;108,267;37,9861;2223;1706;559-420-418-413-421-419-423-138-160-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-442-444-46-559
;;115;108,527;38,2496;2223;1706;559-418-413-421-419-423-424-164-138-160-420-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-442-444-46-559
;;116;108,397;38,3678;2223;1706;559-413-421-419-423-164-424-138-160-420-418-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-442-444-46-559
