;;3;74,777;9,62749;1487;1304;559-418-420-138-164-424-422-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-442-444-46-421-419-160-559
;;4;74,777;9,68602;1487;1304;559-418-420-138-164-424-422-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-442-444-46-421-419-160-559
;;5;74,557;9,7471;1526;1296;559-418-420-138-164-424-422-513-32-253-332-33-0-74-519-335-83-124-55-34-334-488-155-442-444-46-419-160-559
;;6;74,557;9,7867;1526;1296;559-418-420-138-164-424-422-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-442-444-46-419-160-559
;;7;74,557;3,01979;1632;1284;559-419-46-442-444-412-155-488-334-34-124-55-83-335-332-253-32-513-1-20-111-417-422-424-164-138-160-420-418-559
;;8;74,575;29,891;1661;1259;559-418-160-420-138-164-424-422-417-1-111-20-513-32-253-332-33-0-74-335-83-124-55-34-334-488-412-155-413-559
;;9;74,575;29,8981;1661;1259;559-418-160-420-138-164-424-422-417-20-111-1-513-32-253-332-33-0-74-335-83-124-55-34-334-488-412-155-413-559
;;10;74,575;29,9296;1661;1259;559-418-160-420-138-164-424-422-417-1-20-111-513-32-253-332-33-0-74-335-83-124-55-34-334-488-412-155-413-559
;;11;74,575;29,9625;1661;1259;559-418-160-420-138-164-424-422-417-111-20-1-513-32-253-332-33-0-74-335-83-124-55-34-334-488-412-155-413-559
;;12;74,575;29,9979;1661;1259;559-418-160-420-138-164-424-422-417-111-20-1-513-32-253-332-33-0-74-335-83-55-124-34-334-488-412-155-413-559
;;13;74,575;30,1796;1661;1259;559-418-160-420-138-164-424-422-417-1-111-20-513-32-253-332-33-0-74-335-83-55-124-34-334-488-412-155-413-559
;;14;74,575;30,183;1661;1259;559-418-160-420-138-164-424-422-417-1-20-111-513-32-253-332-33-0-74-335-83-55-124-34-334-488-412-155-413-559
;;15;74,575;35,9289;1661;1259;559-418-160-420-138-164-424-422-417-20-111-1-513-32-253-332-33-0-74-335-83-55-124-34-334-488-412-155-413-559
;;16;74,845;10,0573;1683;1257;559-418-424-422-417-20-111-1-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-413-420-164-138-160-559
;;17;74,545;10,0681;1683;1257;559-418-164-424-422-417-20-111-1-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-413-420-138-160-559
;;18;73,855;10,0924;1683;1257;559-418-422-417-20-111-1-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-413-420-424-164-138-160-559
;;19;74,705;10,1028;1683;1257;559-418-422-417-20-111-1-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-413-160-420-138-164-424-559
;;20;74,805;10,107;1683;1257;559-420-418-422-417-20-111-1-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-413-424-164-138-160-559
;;21;74,805;10,1233;1683;1257;559-420-418-422-417-1-111-20-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-413-424-164-138-160-559
;;22;74,885;10,1811;1683;1257;559-418-420-164-424-422-417-1-111-20-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-413-138-160-559
;;23;74,685;10,1955;1714;1197;559-418-160-420-138-164-424-422-417-1-111-20-513-32-253-332-33-0-74-517-519-335-83-55-124-34-339-488-334-413-559
;;24;74,1;10,6545;1796;1175;559-418-160-420-164-424-422-417-111-20-1-513-32-328-79-330-331-33-0-74-517-519-335-83-124-55-34-334-488-413-559
;;25;73,76;10,6657;1836;1171;559-418-160-420-138-164-424-422-417-111-20-1-513-32-328-79-330-331-33-0-74-517-335-83-124-55-34-334-488-413-559
;;26;73,76;10,6871;1836;1171;559-418-160-420-138-164-424-422-417-111-20-1-513-32-328-79-330-331-33-0-74-517-335-83-55-124-34-334-488-413-559
;;27;73,76;10,9322;1836;1171;559-418-160-420-138-164-424-422-417-1-20-111-513-32-328-79-330-331-33-0-74-517-335-83-55-124-34-334-488-413-559
;;28;73,76;10,962;1836;1171;559-418-160-420-138-164-424-422-417-1-111-20-513-32-328-79-330-331-33-0-74-517-335-83-55-124-34-334-488-413-559
;;29;73,76;11,2373;1836;1171;559-418-160-420-138-164-424-422-417-1-111-20-513-32-328-79-330-331-33-0-74-517-335-83-124-55-34-334-488-413-559
;;30;73,76;11,3256;1836;1171;559-418-160-420-138-164-424-422-417-20-111-1-513-32-328-79-330-331-33-0-74-517-335-83-124-55-34-334-488-413-559
;;31;73,76;11,4701;1836;1171;559-418-160-420-138-164-424-422-417-1-20-111-513-32-328-79-330-331-33-0-74-517-335-83-124-55-34-334-488-413-559
;;32;73,28;10,6769;1858;1135;559-418-160-420-138-164-424-422-417-111-20-1-513-32-328-79-330-331-33-0-74-519-335-83-55-124-34-334-488-413-559
;;33;73,28;10,9218;1858;1135;559-418-160-420-138-164-424-422-417-1-20-111-513-32-328-79-330-331-33-0-74-519-335-83-55-124-34-334-488-413-559
;;34;73,28;10,9426;1858;1135;559-418-160-420-138-164-424-422-417-1-111-20-513-32-328-79-330-331-33-0-74-519-335-83-55-124-34-334-488-413-559
;;35;73,28;11,2479;1858;1135;559-418-160-420-138-164-424-422-417-1-111-20-513-32-328-79-330-331-33-0-74-519-335-83-124-55-34-334-488-413-559
;;36;73,28;11,336;1858;1135;559-418-160-420-138-164-424-422-417-20-111-1-513-32-328-79-330-331-33-0-74-519-335-83-124-55-34-334-488-413-559
;;37;73,28;11,4805;1858;1135;559-418-160-420-138-164-424-422-417-1-20-111-513-32-328-79-330-331-33-0-74-519-335-83-124-55-34-334-488-413-559
;;38;73,28;12,5257;1858;1135;559-418-160-420-138-164-424-422-417-111-20-1-513-32-328-79-330-331-33-0-74-519-335-83-124-55-34-334-488-413-559

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;74,835;17,5808;1403;1292;559-418-160-420-138-423-419-164-424-513-32-253-332-33-0-74-517-335-83-124-55-34-334-488-412-155-413-559
;;2;74,515;38,4139;1408;1290;559-418-420-421-419-423-138-160-164-424-422-513-32-253-332-33-0-74-517-335-83-55-124-34-334-488-155-413-559
;;3;74,767;5,19;1632;1284;559-418-420-424-164-138-160-419-46-442-444-412-155-488-334-34-55-124-83-335-332-253-32-513-20-111-1-417-422-559
;;4;74,617;24,0842;1637;1254;559-419-421-46-442-444-155-488-334-34-124-55-83-335-519-253-332-32-513-111-20-1-417-422-424-164-138-160-420-418-559
;;5;74,99;36,4613;1836;1171;559-418-422-417-111-20-1-513-32-328-79-330-331-33-0-74-517-335-83-55-124-34-334-488-413-160-420-138-164-424-559
;;6;73,967;66,8854;1651;1217;559-418-421-46-442-444-155-488-334-34-124-55-83-335-519-332-253-328-32-513-20-111-1-417-422-424-164-138-160-420-559
;;7;74,237;66,9266;1661;1205;559-418-421-46-442-444-155-334-488-339-34-124-55-83-335-332-253-32-513-111-20-1-417-422-424-164-138-160-420-559
;;8;73,52;71,9076;1858;1135;559-418-422-417-20-111-1-513-32-328-79-330-331-33-0-74-519-335-83-124-55-34-334-488-413-424-164-138-160-420-559
;;9;74,81;73,5865;1826;1188;559-418-413-488-334-34-55-124-83-335-332-33-0-74-331-330-79-328-32-513-111-20-1-417-422-424-164-138-160-420-559
;;10;74,735;73,9589;1772;1197;559-418-413-488-334-34-124-55-83-332-253-33-0-74-331-330-79-328-32-513-111-20-1-417-422-424-164-138-160-420-559

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;74,787;1,31272;1418;1308;559-418-164-424-422-513-32-253-332-33-0-74-83-124-55-34-334-488-155-444-442-46-421-419-423-138-160-420-559
;;2;74,875;18,3396;1434;1305;559-418-424-422-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-46-421-419-423-164-138-160-420-559
;;3;74,875;18,6861;1434;1305;559-418-424-422-513-32-253-332-33-0-74-517-519-335-83-124-55-34-334-488-155-46-421-419-423-164-138-160-420-559
;;4;73,807;1,3314;1473;1302;559-418-164-424-422-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-444-442-46-419-423-138-160-420-559
;;5;74,895;21,8167;1537;1280;559-418-420-160-423-419-138-164-424-422-111-20-1-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-413-559
;;6;74,895;22,0364;1537;1280;559-418-420-160-423-419-138-164-424-422-1-111-20-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-413-559
;;7;74,895;22,2173;1537;1280;559-418-420-160-423-419-138-164-424-422-1-20-111-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-413-559
;;8;74,175;20,3107;1587;1271;559-418-164-424-422-417-1-20-111-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-138-160-420-559
;;9;74,175;20,5757;1587;1271;559-418-164-424-422-417-1-20-111-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-138-160-420-559
;;10;74,175;20,6661;1587;1271;559-418-164-424-422-417-111-20-1-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-138-160-420-559
;;11;74,175;20,686;1587;1271;559-418-164-424-422-417-1-111-20-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-138-160-420-559
;;12;74,405;20,7573;1587;1271;559-418-420-164-424-422-417-1-111-20-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-138-160-559
;;13;74,405;20,7608;1587;1271;559-418-420-164-424-422-417-1-20-111-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-138-160-559
;;14;74,405;20,7969;1587;1271;559-418-420-164-424-422-417-111-20-1-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-138-160-559
;;15;74,405;20,8256;1587;1271;559-418-420-164-424-422-417-111-20-1-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-138-160-559
;;16;74,405;20,8697;1587;1271;559-418-420-164-424-422-417-1-111-20-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-138-160-559
;;17;74,405;20,892;1587;1271;559-418-420-164-424-422-417-1-20-111-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-138-160-559
;;18;74,905;20,912;1587;1271;559-418-420-138-164-424-422-417-1-20-111-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-160-559
;;19;74,905;21,0897;1587;1271;559-418-420-138-164-424-422-417-1-20-111-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-160-559
;;20;74,905;21,2348;1587;1271;559-418-420-138-164-424-422-417-1-111-20-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-160-559
;;21;74,905;21,2382;1587;1271;559-418-420-138-164-424-422-417-1-111-20-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-160-559
;;22;74,905;21,797;1587;1271;559-418-420-138-164-424-422-417-111-20-1-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-160-559
;;23;74,925;30,861;1587;1271;559-420-424-422-417-111-20-1-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-164-138-160-418-559
;;24;74,925;30,8645;1587;1271;559-420-424-422-417-1-20-111-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-164-138-160-418-559
;;25;74,925;31,0045;1587;1271;559-418-420-424-422-417-1-20-111-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-164-138-160-559
;;26;74,925;31,1654;1587;1271;559-418-420-424-422-417-111-20-1-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-164-138-160-559
;;27;74,925;31,2322;1587;1271;559-418-420-424-422-417-1-111-20-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-164-138-160-559
;;28;74,925;31,2359;1587;1271;559-418-420-424-422-417-1-111-20-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-164-138-160-559
;;29;74,925;31,3564;1587;1271;559-418-420-424-422-417-1-20-111-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-164-138-160-559
;;30;74,925;31,6954;1587;1271;559-418-420-424-422-417-111-20-1-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-164-138-160-559
;;31;74,905;31,7584;1587;1271;559-418-420-138-164-424-422-417-111-20-1-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-160-559
;;32;74,905;32,5275;1587;1271;559-418-420-138-164-424-422-417-20-111-1-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-160-559
;;33;74,925;32,927;1587;1271;559-420-424-422-417-20-111-1-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-164-138-160-418-559
;;34;74,925;32,9309;1587;1271;559-420-424-422-417-20-111-1-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-164-138-160-418-559
;;35;74,925;32,9447;1587;1271;559-420-424-422-417-1-111-20-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-164-138-160-418-559
;;36;74,405;33,3591;1587;1271;559-420-164-424-422-417-1-111-20-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-138-160-418-559
;;37;74,405;33,3765;1587;1271;559-420-164-424-422-417-1-111-20-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-138-160-418-559
;;38;74,405;33,4092;1587;1271;559-420-164-424-422-417-1-20-111-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-138-160-418-559
;;39;74,405;33,4476;1587;1271;559-420-164-424-422-417-111-20-1-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-138-160-418-559
;;40;74,405;33,6075;1587;1271;559-420-164-424-422-417-20-111-1-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-138-160-418-559
;;41;74,905;33,7947;1587;1271;559-420-138-164-424-422-417-20-111-1-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-160-418-559
;;42;74,935;33,9117;1587;1271;559-422-417-20-111-1-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-420-424-164-138-160-418-559
;;43;74,935;33,9403;1587;1271;559-422-417-1-20-111-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-420-424-164-138-160-418-559
;;44;74,865;33,9467;1587;1271;559-138-164-424-422-417-1-20-111-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-160-420-418-559
;;45;74,865;33,9614;1587;1271;559-138-164-424-422-417-1-20-111-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-160-420-418-559
;;46;74,865;34,1221;1587;1271;559-138-164-424-422-417-1-111-20-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-160-420-418-559
;;47;74,865;34,1477;1587;1271;559-138-164-424-422-417-111-20-1-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-160-420-418-559
;;48;74,415;34,1686;1587;1271;559-422-417-111-20-1-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-424-164-138-160-420-418-559
;;49;74,415;34,1723;1587;1271;559-422-417-111-20-1-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-424-164-138-160-420-418-559
;;50;74,415;34,3261;1587;1271;559-422-417-20-111-1-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-424-164-138-160-420-418-559
;;51;74,415;34,5808;1587;1271;559-422-417-1-111-20-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-424-164-138-160-420-418-559
;;52;74,925;34,5948;1587;1271;559-420-424-422-417-111-20-1-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-164-138-160-418-559
;;53;74,925;34,6331;1587;1271;559-420-424-422-417-1-20-111-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-164-138-160-418-559
;;54;74,925;34,9513;1587;1271;559-420-424-422-417-1-111-20-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-164-138-160-418-559
;;55;74,905;35,359;1587;1271;559-420-138-164-424-422-417-1-111-20-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-160-418-559
;;56;74,905;35,3622;1587;1271;559-420-138-164-424-422-417-1-20-111-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-160-418-559
;;57;74,905;35,4281;1587;1271;559-420-138-164-424-422-417-1-20-111-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-160-418-559
;;58;74,905;35,9001;1587;1271;559-420-138-164-424-422-417-111-20-1-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-160-418-559
;;59;74,905;35,9034;1587;1271;559-420-138-164-424-422-417-20-111-1-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-160-418-559
;;60;74,905;36,0479;1587;1271;559-418-420-138-164-424-422-417-20-111-1-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-160-559
;;61;74,405;36,0684;1587;1271;559-418-420-164-424-422-417-20-111-1-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-138-160-559
;;62;74,405;36,0722;1587;1271;559-418-420-164-424-422-417-20-111-1-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-138-160-559
;;63;74,925;38,6247;1587;1271;559-418-420-424-422-417-20-111-1-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-164-138-160-559
;;64;74,925;39,4962;1587;1271;559-418-420-424-422-417-20-111-1-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-164-138-160-559
;;65;74,475;1,37715;1616;1269;559-418-421-46-155-488-334-34-55-124-83-335-517-33-0-74-253-332-32-513-1-20-111-417-422-424-164-138-160-420-559
;;66;74,475;1,41193;1616;1269;559-418-421-46-155-488-334-34-55-124-83-335-517-33-0-74-253-332-32-513-111-20-1-417-422-424-164-138-160-420-559
;;67;74,465;17,4293;1683;1268;559-413-155-488-334-34-55-124-83-335-519-517-33-0-74-253-332-329-32-513-1-20-111-417-422-424-164-138-160-420-418-559
;;68;74,465;17,4508;1683;1268;559-413-155-488-334-34-124-55-83-335-519-517-33-0-74-253-332-329-32-513-1-20-111-417-422-424-164-138-160-420-418-559
;;69;74,465;17,4547;1683;1268;559-413-155-488-334-34-124-55-83-335-519-517-33-0-74-253-332-329-32-513-111-20-1-417-422-424-164-138-160-420-418-559
;;70;74,465;17,4624;1683;1268;559-413-155-488-334-34-55-124-83-335-519-517-33-0-74-253-332-329-32-513-111-20-1-417-422-424-164-138-160-420-418-559
;;71;74,465;17,6471;1683;1268;559-413-155-488-334-34-55-124-83-335-519-517-33-0-74-253-332-329-32-513-1-111-20-417-422-424-164-138-160-420-418-559
;;72;74,465;17,9675;1683;1268;559-413-155-488-334-34-124-55-83-335-519-517-33-0-74-253-332-329-32-513-1-111-20-417-422-424-164-138-160-420-418-559
;;73;74,615;18,1448;1683;1268;559-418-413-155-488-334-34-124-55-83-335-519-517-33-0-74-253-332-329-32-513-1-111-20-417-422-424-164-138-160-420-559
;;74;74,615;18,266;1683;1268;559-418-413-155-488-334-34-124-55-83-335-519-517-33-0-74-253-332-329-32-513-111-20-1-417-422-424-164-138-160-420-559
;;75;74,375;11,4532;1738;1178;559-418-160-420-138-164-424-422-417-1-20-111-513-32-328-79-330-331-33-0-74-517-335-34-55-124-83-253-332-339-559
;;76;74,1;2,48495;1796;1175;559-160-420-164-424-422-417-1-20-111-513-32-328-79-330-331-33-0-74-517-519-335-83-55-124-34-334-488-413-418-559
;;77;74,1;2,49295;1796;1175;559-160-420-164-424-422-417-1-111-20-513-32-328-79-330-331-33-0-74-517-519-335-83-55-124-34-334-488-413-418-559
;;78;73,76;2,50228;1836;1171;559-160-420-138-164-424-422-417-1-111-20-513-32-328-79-330-331-33-0-74-517-335-83-124-55-34-334-488-413-418-559
;;79;73,76;2,51616;1836;1171;559-160-420-138-164-424-422-417-1-111-20-513-32-328-79-330-331-33-0-74-517-335-83-55-124-34-334-488-413-418-559
;;80;73,76;2,63721;1836;1171;559-160-420-138-164-424-422-417-111-20-1-513-32-328-79-330-331-33-0-74-517-335-83-124-55-34-334-488-413-418-559
;;81;74,51;1,66258;1858;1135;559-418-422-417-1-111-20-513-32-328-79-330-331-33-0-74-519-335-83-55-124-34-334-488-413-160-420-138-164-424-559
;;82;73,28;2,53674;1858;1135;559-160-420-138-164-424-422-417-1-111-20-513-32-328-79-330-331-33-0-74-519-335-83-55-124-34-334-488-413-418-559
;;83;73,28;2,62608;1858;1135;559-160-420-138-164-424-422-417-111-20-1-513-32-328-79-330-331-33-0-74-519-335-83-55-124-34-334-488-413-418-559
;;84;73,28;2,64705;1858;1135;559-160-420-138-164-424-422-417-111-20-1-513-32-328-79-330-331-33-0-74-519-335-83-124-55-34-334-488-413-418-559
;;85;74,775;65,3185;1509;1284;559-418-164-424-422-1-20-111-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-46-419-423-138-160-420-559

Run;3
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;74,982;15,0401;1534;1302;559-418-160-420-138-164-424-422-513-32-332-33-0-74-517-335-83-124-55-34-334-488-155-412-444-442-46-559
;;2;74,767;16,9474;1632;1284;559-418-420-424-164-138-160-419-46-442-444-412-155-488-334-34-55-124-83-335-332-253-32-513-20-111-1-417-422-559
;;3;74,557;22,8285;1632;1284;559-419-46-442-444-412-155-488-334-34-55-124-83-335-332-253-32-513-20-111-1-417-422-424-164-138-160-420-418-559
;;4;74,767;42,5358;1632;1284;559-418-420-424-164-138-160-419-46-442-444-412-155-488-334-34-124-55-83-335-332-253-32-513-111-20-1-417-422-559
;;5;74,577;65,817;1683;1246;559-418-421-46-442-444-412-155-488-334-34-55-124-83-335-519-332-253-32-513-1-111-20-417-422-424-164-138-160-420-559
;;6;74,445;72,718;1719;1201;559-418-160-420-138-164-424-422-417-1-20-111-513-32-328-79-330-331-33-0-74-517-335-34-124-55-83-253-332-413-559
;;7;74,767;74,1971;1637;1254;559-418-419-421-46-442-444-155-488-334-34-124-55-83-335-519-332-253-32-513-1-20-111-417-422-424-164-138-160-420-559
;;8;74,875;74,8892;1803;1121;559-418-413-339-253-332-335-34-124-55-519-33-0-74-331-330-79-328-32-513-1-111-20-417-422-424-164-138-160-420-559
;;9;74,555;74,9058;1783;1184;559-418-413-339-253-332-335-34-55-124-83-0-74-33-331-330-79-328-32-513-1-111-20-417-422-424-164-138-160-420-559

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;74,465;14,9487;1434;1305;559-418-164-424-422-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-46-421-419-423-138-160-420-559
;;2;74,695;14,9589;1434;1305;559-418-420-164-424-422-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-46-421-419-423-138-160-559
;;3;74,695;15,2303;1434;1305;559-418-420-164-424-422-513-32-253-332-33-0-74-517-519-335-83-124-55-34-334-488-155-46-421-419-423-138-160-559
;;4;74,975;7,92126;1462;1301;559-418-421-419-423-138-160-420-164-424-422-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-413-559
;;5;74,895;7,04888;1537;1280;559-418-420-160-423-419-138-164-424-422-111-20-1-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-413-559
;;6;74,895;7,24804;1537;1280;559-418-420-160-423-419-138-164-424-422-1-20-111-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-413-559
;;7;74,895;7,45287;1537;1280;559-418-420-160-423-419-138-164-424-422-1-111-20-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-413-559
;;8;74,405;1,21126;1587;1271;559-420-164-424-422-417-111-20-1-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-138-160-418-559
;;9;74,905;1,23099;1587;1271;559-420-138-164-424-422-417-111-20-1-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-160-418-559
;;10;74,905;1,24423;1587;1271;559-420-138-164-424-422-417-1-20-111-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-46-419-160-418-559
;;11;74,475;17,6787;1616;1269;559-418-421-46-155-488-334-34-124-55-83-335-517-33-0-74-253-332-32-513-1-111-20-417-422-424-164-138-160-420-559
;;12;74,475;17,9093;1616;1269;559-418-421-46-155-488-334-34-124-55-83-335-517-33-0-74-253-332-32-513-20-111-1-417-422-424-164-138-160-420-559
;;13;74,475;18,1306;1616;1269;559-418-421-46-155-488-334-34-55-124-83-335-517-33-0-74-253-332-32-513-20-111-1-417-422-424-164-138-160-420-559
;;14;74,475;20,8823;1616;1269;559-418-421-46-155-488-334-34-124-55-83-335-517-33-0-74-253-332-32-513-111-20-1-417-422-424-164-138-160-420-559
;;15;74,475;20,9283;1616;1269;559-418-421-46-155-488-334-34-55-124-83-335-517-33-0-74-253-332-32-513-111-20-1-417-422-424-164-138-160-420-559
