;;25;69,465;5,65333;1642;1148;559-418-422-32-328-79-330-331-33-0-74-517-335-34-124-55-83-253-332-513-1-111-20-417-424-164-138-160-420-559
;;26;69,725;5,71331;1642;1148;559-418-422-513-32-328-79-330-331-33-0-74-517-335-34-124-55-83-253-332-20-111-1-417-424-164-138-160-420-559
;;27;69,725;5,93413;1642;1148;559-418-422-513-32-328-79-330-331-33-0-74-517-335-34-55-124-83-253-332-20-111-1-417-424-164-138-160-420-559
;;28;69,725;5,95119;1642;1148;559-418-422-513-32-328-79-330-331-33-0-74-517-335-34-55-124-83-332-253-20-111-1-417-424-164-138-160-420-559
;;29;69,465;5,99315;1642;1148;559-418-422-32-328-79-330-331-33-0-74-517-335-34-55-124-83-253-332-513-20-111-1-417-424-164-138-160-420-559
;;30;69,595;10,9354;1642;1148;559-418-328-79-330-331-33-0-74-517-335-34-55-124-83-332-253-32-513-1-111-20-417-422-424-164-138-160-420-559
;;31;69,605;10,9515;1642;1148;559-418-422-328-79-330-331-33-0-74-517-335-34-124-55-83-332-253-32-513-1-111-20-417-424-164-138-160-420-559
;;32;69,605;11,0254;1642;1148;559-418-422-328-79-330-331-33-0-74-517-335-34-55-124-83-332-253-32-513-1-111-20-417-424-164-138-160-420-559
;;33;69,605;11,0565;1642;1148;559-418-422-328-79-330-331-33-0-74-517-335-34-55-124-83-332-253-32-513-20-111-1-417-424-164-138-160-420-559
;;34;69,605;11,2812;1642;1148;559-418-422-328-79-330-331-33-0-74-517-335-34-55-124-83-332-253-32-513-1-20-111-417-424-164-138-160-420-559
;;35;69,605;11,3861;1642;1148;559-418-422-328-79-330-331-33-0-74-517-335-34-55-124-83-253-332-32-513-1-111-20-417-424-164-138-160-420-559
;;36;69,465;13,0528;1642;1148;559-418-422-32-328-79-330-331-33-0-74-517-335-34-55-124-83-332-253-513-20-111-1-417-424-164-138-160-420-559
;;37;69,465;13,2319;1642;1148;559-418-422-32-328-79-330-331-33-0-74-517-335-34-55-124-83-332-253-513-111-20-1-417-424-164-138-160-420-559
;;38;69,465;13,5761;1642;1148;559-418-422-32-328-79-330-331-33-0-74-517-335-34-124-55-83-332-253-513-111-20-1-417-424-164-138-160-420-559
;;39;69,465;13,7446;1642;1148;559-418-422-32-328-79-330-331-33-0-74-517-335-34-124-55-83-332-253-513-20-111-1-417-424-164-138-160-420-559
;;40;69,465;13,774;1642;1148;559-418-422-32-328-79-330-331-33-0-74-517-335-34-124-55-83-332-253-513-1-111-20-417-424-164-138-160-420-559
;;41;69,465;13,7901;1642;1148;559-418-422-32-328-79-330-331-33-0-74-517-335-34-124-55-83-332-253-513-1-20-111-417-424-164-138-160-420-559
;;42;69,465;13,8057;1642;1148;559-418-422-32-328-79-330-331-33-0-74-517-335-34-55-124-83-332-253-513-1-20-111-417-424-164-138-160-420-559
;;43;69,465;15,1637;1642;1148;559-418-422-32-328-79-330-331-33-0-74-517-335-34-55-124-83-332-253-513-1-111-20-417-424-164-138-160-420-559
;;44;69,725;16,5122;1642;1148;559-418-422-513-32-328-79-330-331-33-0-74-517-335-34-55-124-83-332-253-111-20-1-417-424-164-138-160-420-559
;;45;69,225;1,80949;1664;1112;559-513-32-328-79-330-331-33-0-74-519-335-34-55-124-83-332-253-111-20-1-417-422-424-164-138-160-420-418-559
;;46;69,595;1,92048;1664;1112;559-422-417-111-20-1-513-32-328-79-330-331-33-0-74-519-335-34-55-124-83-332-253-424-164-138-160-420-418-559
;;47;69,595;1,95954;1664;1112;559-422-417-1-20-111-513-32-328-79-330-331-33-0-74-519-335-34-55-124-83-332-253-424-164-138-160-420-418-559
;;48;69,595;1,96329;1664;1112;559-422-417-1-20-111-513-32-328-79-330-331-33-0-74-519-335-34-124-55-83-332-253-424-164-138-160-420-418-559
;;49;69,595;1,97015;1664;1112;559-422-417-1-111-20-513-32-328-79-330-331-33-0-74-519-335-34-124-55-83-332-253-424-164-138-160-420-418-559
;;50;69,595;1,99616;1664;1112;559-422-417-111-20-1-513-32-328-79-330-331-33-0-74-519-335-34-124-55-83-332-253-424-164-138-160-420-418-559
;;51;68,975;2,02552;1664;1112;559-422-32-328-79-330-331-33-0-74-519-335-34-124-55-83-253-332-513-1-20-111-417-424-164-138-160-420-418-559
;;52;69,235;2,05291;1664;1112;559-422-513-32-328-79-330-331-33-0-74-519-335-34-55-124-83-332-253-111-20-1-417-424-164-138-160-420-418-559
;;53;69,235;2,40125;1664;1112;559-422-513-32-328-79-330-331-33-0-74-519-335-34-55-124-83-332-253-20-111-1-417-424-164-138-160-420-418-559
;;54;69,235;2,6018;1664;1112;559-422-513-32-328-79-330-331-33-0-74-519-335-34-124-55-83-332-253-20-111-1-417-424-164-138-160-420-418-559
;;55;68,975;2,83215;1664;1112;559-422-32-328-79-330-331-33-0-74-519-335-34-124-55-83-253-332-513-20-111-1-417-424-164-138-160-420-418-559
;;56;68,985;2,85661;1664;1112;559-418-422-32-328-79-330-331-33-0-74-519-335-34-124-55-83-253-332-513-20-111-1-417-424-164-138-160-420-559
;;57;68,985;3,04791;1664;1112;559-418-422-32-328-79-330-331-33-0-74-519-335-34-124-55-83-253-332-513-1-20-111-417-424-164-138-160-420-559
;;58;68,985;3,61022;1664;1112;559-418-422-32-328-79-330-331-33-0-74-519-335-34-55-124-83-253-332-513-1-20-111-417-424-164-138-160-420-559
;;59;69,245;3,82823;1664;1112;559-418-422-513-32-328-79-330-331-33-0-74-519-335-34-55-124-83-253-332-111-20-1-417-424-164-138-160-420-559
;;60;68,985;3,88396;1664;1112;559-418-422-32-328-79-330-331-33-0-74-519-335-34-55-124-83-253-332-513-111-20-1-417-424-164-138-160-420-559
;;61;68,985;4,0736;1664;1112;559-418-422-32-328-79-330-331-33-0-74-519-335-34-124-55-83-253-332-513-111-20-1-417-424-164-138-160-420-559
;;62;69,245;4,23714;1664;1112;559-418-422-513-32-328-79-330-331-33-0-74-519-335-34-124-55-83-253-332-111-20-1-417-424-164-138-160-420-559
;;63;69,245;4,80418;1664;1112;559-418-422-513-32-328-79-330-331-33-0-74-519-335-34-124-55-83-332-253-111-20-1-417-424-164-138-160-420-559
;;64;69,245;4,83056;1664;1112;559-418-422-513-32-328-79-330-331-33-0-74-519-335-34-124-55-83-332-253-20-111-1-417-424-164-138-160-420-559
;;65;69,605;5,36799;1664;1112;559-418-422-417-111-20-1-513-32-328-79-330-331-33-0-74-519-335-34-124-55-83-332-253-424-164-138-160-420-559
;;66;69,605;5,38916;1664;1112;559-418-422-417-111-20-1-513-32-328-79-330-331-33-0-74-519-335-34-55-124-83-332-253-424-164-138-160-420-559
;;67;69,605;5,40961;1664;1112;559-418-422-417-1-20-111-513-32-328-79-330-331-33-0-74-519-335-34-55-124-83-332-253-424-164-138-160-420-559
;;68;69,605;5,62689;1664;1112;559-418-422-417-1-111-20-513-32-328-79-330-331-33-0-74-519-335-34-55-124-83-332-253-424-164-138-160-420-559
;;69;69,605;5,63804;1664;1112;559-418-422-417-1-111-20-513-32-328-79-330-331-33-0-74-519-335-34-124-55-83-332-253-424-164-138-160-420-559
;;70;69,605;5,64159;1664;1112;559-418-422-417-20-111-1-513-32-328-79-330-331-33-0-74-519-335-34-124-55-83-332-253-424-164-138-160-420-559
;;71;68,985;5,66105;1664;1112;559-418-422-32-328-79-330-331-33-0-74-519-335-34-124-55-83-253-332-513-1-111-20-417-424-164-138-160-420-559
;;72;69,245;5,72242;1664;1112;559-418-422-513-32-328-79-330-331-33-0-74-519-335-34-124-55-83-253-332-20-111-1-417-424-164-138-160-420-559
;;73;69,245;5,94306;1664;1112;559-418-422-513-32-328-79-330-331-33-0-74-519-335-34-55-124-83-332-253-20-111-1-417-424-164-138-160-420-559
;;74;68,985;5,97656;1664;1112;559-418-422-32-328-79-330-331-33-0-74-519-335-34-55-124-83-253-332-513-20-111-1-417-424-164-138-160-420-559
;;75;69,245;6,18689;1664;1112;559-418-422-513-32-328-79-330-331-33-0-74-519-335-34-55-124-83-253-332-20-111-1-417-424-164-138-160-420-559
;;76;69,115;10,9432;1664;1112;559-418-328-79-330-331-33-0-74-519-335-34-124-55-83-332-253-32-513-1-111-20-417-422-424-164-138-160-420-559
;;77;69,125;10,9593;1664;1112;559-418-422-328-79-330-331-33-0-74-519-335-34-124-55-83-332-253-32-513-1-111-20-417-424-164-138-160-420-559
;;78;69,125;11,0009;1664;1112;559-418-422-328-79-330-331-33-0-74-519-335-34-55-124-83-332-253-32-513-1-111-20-417-424-164-138-160-420-559
;;79;69,125;11,0488;1664;1112;559-418-422-328-79-330-331-33-0-74-519-335-34-55-124-83-332-253-32-513-20-111-1-417-424-164-138-160-420-559
;;80;69,125;11,2735;1664;1112;559-418-422-328-79-330-331-33-0-74-519-335-34-55-124-83-332-253-32-513-1-20-111-417-424-164-138-160-420-559
;;81;69,125;11,3783;1664;1112;559-418-422-328-79-330-331-33-0-74-519-335-34-55-124-83-253-332-32-513-1-20-111-417-424-164-138-160-420-559
;;82;69,125;11,4015;1664;1112;559-418-422-328-79-330-331-33-0-74-519-335-34-55-124-83-253-332-32-513-1-111-20-417-424-164-138-160-420-559
;;83;69,545;11,4046;1664;1112;559-418-422-513-328-79-330-331-33-0-74-519-335-34-55-124-83-253-332-32-20-111-1-417-424-164-138-160-420-559
;;84;69,545;11,4312;1664;1112;559-418-422-513-328-79-330-331-33-0-74-519-335-34-55-124-83-253-332-32-111-20-1-417-424-164-138-160-420-559
;;85;69,545;11,5661;1664;1112;559-418-422-513-328-79-330-331-33-0-74-519-335-34-124-55-83-253-332-32-111-20-1-417-424-164-138-160-420-559
;;86;69,545;11,6387;1664;1112;559-418-422-513-328-79-330-331-33-0-74-519-335-34-124-55-83-253-332-32-20-111-1-417-424-164-138-160-420-559
;;87;69,545;12,4606;1664;1112;559-418-422-513-328-79-330-331-33-0-74-519-335-34-124-55-83-332-253-32-20-111-1-417-424-164-138-160-420-559
;;88;69,545;12,5933;1664;1112;559-418-422-513-328-79-330-331-33-0-74-519-335-34-124-55-83-332-253-32-111-20-1-417-424-164-138-160-420-559
;;89;69,545;12,7233;1664;1112;559-418-422-513-328-79-330-331-33-0-74-519-335-34-55-124-83-332-253-32-111-20-1-417-424-164-138-160-420-559
;;90;69,545;12,727;1664;1112;559-418-422-513-328-79-330-331-33-0-74-519-335-34-55-124-83-332-253-32-20-111-1-417-424-164-138-160-420-559
;;91;68,985;13,0609;1664;1112;559-418-422-32-328-79-330-331-33-0-74-519-335-34-55-124-83-332-253-513-20-111-1-417-424-164-138-160-420-559
;;92;68,985;13,2501;1664;1112;559-418-422-32-328-79-330-331-33-0-74-519-335-34-55-124-83-332-253-513-111-20-1-417-424-164-138-160-420-559
;;93;68,985;13,5845;1664;1112;559-418-422-32-328-79-330-331-33-0-74-519-335-34-124-55-83-332-253-513-111-20-1-417-424-164-138-160-420-559
;;94;68,985;13,7523;1664;1112;559-418-422-32-328-79-330-331-33-0-74-519-335-34-124-55-83-332-253-513-20-111-1-417-424-164-138-160-420-559
;;95;68,985;13,7822;1664;1112;559-418-422-32-328-79-330-331-33-0-74-519-335-34-124-55-83-332-253-513-1-111-20-417-424-164-138-160-420-559
;;96;68,985;13,7978;1664;1112;559-418-422-32-328-79-330-331-33-0-74-519-335-34-124-55-83-332-253-513-1-20-111-417-424-164-138-160-420-559
;;97;68,985;13,8136;1664;1112;559-418-422-32-328-79-330-331-33-0-74-519-335-34-55-124-83-332-253-513-1-20-111-417-424-164-138-160-420-559
;;98;68,985;15,1712;1664;1112;559-418-422-32-328-79-330-331-33-0-74-519-335-34-55-124-83-332-253-513-1-111-20-417-424-164-138-160-420-559
;;99;69,245;16,496;1664;1112;559-418-422-513-32-328-79-330-331-33-0-74-519-335-34-55-124-83-332-253-111-20-1-417-424-164-138-160-420-559
;;100;69,82;10,7616;1668;1045;559-418-422-417-111-20-1-513-32-328-79-330-331-33-0-74-335-83-124-55-34-339-424-164-138-160-420-559
;;101;69,97;10,8825;1699;1004;559-418-413-339-34-55-124-83-335-519-33-331-330-79-328-32-513-1-20-111-417-422-424-164-138-160-420-559
;;102;69,97;10,892;1699;1004;559-418-413-339-34-55-124-83-335-519-33-331-330-79-328-32-513-1-111-20-417-422-424-164-138-160-420-559
;;103;69,97;10,8986;1699;1004;559-418-413-339-34-124-55-83-335-519-33-331-330-79-328-32-513-1-111-20-417-422-424-164-138-160-420-559
;;104;69,865;59,4004;1459;1172;559-418-423-419-421-413-155-488-334-34-124-55-83-335-332-253-32-513-20-111-417-422-424-164-138-160-420-559
;;105;68,845;61,3514;1618;1167;559-418-413-488-334-34-55-124-83-335-519-517-33-0-74-253-332-32-513-20-111-1-417-422-424-164-138-160-420-559

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;69,507;1,74775;1377;1224;559-418-420-424-164-138-160-419-46-442-444-412-155-488-334-34-55-124-83-335-332-253-32-513-422-559
;;2;69,987;7,73846;1377;1224;559-418-420-138-164-424-422-513-32-253-332-335-83-124-55-34-334-488-155-412-444-442-46-419-160-559
;;3;69,257;7,73846;1377;1224;559-418-164-424-422-513-32-253-332-335-83-124-55-34-334-488-155-412-444-442-46-419-138-160-420-559
;;4;69,885;59,3655;1414;1218;559-418-420-160-419-138-164-424-422-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-413-559
;;5;69,867;28,8106;1514;1185;559-418-420-424-164-138-160-419-46-442-444-155-488-334-34-55-124-83-335-332-253-32-513-1-20-111-417-559
;;6;69,757;29,4197;1560;1177;559-418-46-442-444-412-155-488-334-34-55-124-83-335-332-253-32-513-20-111-1-417-424-164-138-160-420-559
;;7;69,027;3,57697;1565;1175;559-418-421-46-442-444-155-488-334-34-124-55-83-335-332-253-32-513-20-111-1-417-422-424-164-138-160-420-559
;;8;69,565;30,0051;1582;1135;559-418-160-420-138-164-424-422-513-32-328-79-330-331-33-0-74-519-335-34-55-124-83-332-253-339-413-559
;;9;69,945;23,9491;1588;1109;559-418-160-420-138-164-424-417-20-111-1-513-32-328-79-330-331-33-0-74-517-335-34-124-55-83-332-253-559
;;10;69,765;59,9765;1386;1222;559-418-164-424-422-513-32-253-332-33-0-74-519-335-83-124-55-34-334-488-155-46-419-138-160-420-559
;;11;69,945;62,1966;1651;1102;559-418-160-420-138-164-424-422-513-32-328-79-330-331-33-0-74-519-335-34-55-124-83-332-253-20-111-417-559

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;69,865;19,834;1361;1224;559-418-420-160-423-419-138-164-424-422-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-413-559
;;2;69,805;19,8515;1361;1224;559-418-420-138-160-419-423-164-424-422-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-413-559
;;3;69,805;19,978;1361;1224;559-418-420-138-160-423-419-164-424-422-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-413-559
;;4;69,885;19,8195;1414;1218;559-418-420-160-419-138-164-424-422-513-32-253-332-33-0-74-519-335-83-124-55-34-334-488-155-413-559
;;5;69,725;20,9766;1597;1199;559-418-413-155-488-334-34-124-55-83-335-33-0-74-253-332-32-513-1-111-20-417-422-424-164-138-160-420-559
;;6;69,725;21,0078;1597;1199;559-418-413-155-488-334-34-55-124-83-335-33-0-74-253-332-32-513-1-111-20-417-422-424-164-138-160-420-559
;;7;69,725;21,3666;1597;1199;559-418-413-155-488-334-34-55-124-83-335-33-0-74-253-332-32-513-20-111-1-417-422-424-164-138-160-420-559
;;8;69,725;21,7031;1597;1199;559-418-413-155-488-334-34-124-55-83-335-33-0-74-253-332-32-513-20-111-1-417-422-424-164-138-160-420-559
;;9;69,725;21,8087;1597;1199;559-418-413-155-488-334-34-124-55-83-335-33-0-74-253-332-32-513-1-20-111-417-422-424-164-138-160-420-559
;;10;69,725;21,8776;1597;1199;559-418-413-155-488-334-34-55-124-83-335-33-0-74-253-332-32-513-1-20-111-417-422-424-164-138-160-420-559
;;11;69,725;22,2036;1597;1199;559-418-413-155-488-334-34-55-124-83-335-33-0-74-253-332-32-513-111-20-1-417-422-424-164-138-160-420-559
;;12;69,725;22,2318;1597;1199;559-418-413-155-488-334-34-124-55-83-335-33-0-74-253-332-32-513-111-20-1-417-422-424-164-138-160-420-559
;;13;69,595;23,1079;1642;1148;559-418-328-79-330-331-33-0-74-517-335-34-124-55-83-253-332-32-513-111-20-1-417-422-424-164-138-160-420-559
;;14;69,715;23,2805;1642;1148;559-418-513-32-328-79-330-331-33-0-74-517-335-34-124-55-83-253-332-111-20-1-417-422-424-164-138-160-420-559
;;15;69,715;23,296;1642;1148;559-418-513-32-328-79-330-331-33-0-74-517-335-34-55-124-83-253-332-111-20-1-417-422-424-164-138-160-420-559
;;16;69,725;23,3469;1642;1148;559-418-422-513-32-328-79-330-331-33-0-74-517-335-34-124-55-83-253-332-111-20-1-417-424-164-138-160-420-559
;;17;69,605;23,6054;1642;1148;559-418-422-328-79-330-331-33-0-74-517-335-34-124-55-83-253-332-32-513-1-20-111-417-424-164-138-160-420-559
;;18;69,725;23,8261;1642;1148;559-418-422-513-32-328-79-330-331-33-0-74-517-335-34-124-55-83-253-332-20-111-1-417-424-164-138-160-420-559
;;19;69,725;23,9996;1642;1148;559-418-422-513-32-328-79-330-331-33-0-74-517-335-34-124-55-83-332-253-20-111-1-417-424-164-138-160-420-559
;;20;69,725;24,0261;1642;1148;559-418-422-513-32-328-79-330-331-33-0-74-517-335-34-124-55-83-332-253-111-20-1-417-424-164-138-160-420-559
;;21;69,115;23,1006;1664;1112;559-418-328-79-330-331-33-0-74-519-335-34-124-55-83-253-332-32-513-111-20-1-417-422-424-164-138-160-420-559
;;22;69,235;23,2628;1664;1112;559-418-513-32-328-79-330-331-33-0-74-519-335-34-124-55-83-253-332-111-20-1-417-422-424-164-138-160-420-559
;;23;69,235;23,2883;1664;1112;559-418-513-32-328-79-330-331-33-0-74-519-335-34-55-124-83-253-332-111-20-1-417-422-424-164-138-160-420-559
;;24;69,245;23,3311;1664;1112;559-418-422-513-32-328-79-330-331-33-0-74-519-335-34-55-124-83-253-332-111-20-1-417-424-164-138-160-420-559
;;25;69,245;23,3544;1664;1112;559-418-422-513-32-328-79-330-331-33-0-74-519-335-34-124-55-83-253-332-111-20-1-417-424-164-138-160-420-559
;;26;69,605;23,5977;1664;1112;559-418-422-417-111-20-1-513-32-328-79-330-331-33-0-74-519-335-34-124-55-83-332-253-424-164-138-160-420-559
;;27;69,125;23,6236;1664;1112;559-418-422-328-79-330-331-33-0-74-519-335-34-124-55-83-253-332-32-513-1-20-111-417-424-164-138-160-420-559
;;28;69,245;23,8341;1664;1112;559-418-422-513-32-328-79-330-331-33-0-74-519-335-34-124-55-83-253-332-20-111-1-417-424-164-138-160-420-559
;;29;69,245;24,0071;1664;1112;559-418-422-513-32-328-79-330-331-33-0-74-519-335-34-124-55-83-332-253-20-111-1-417-424-164-138-160-420-559
;;30;69,245;24,0479;1664;1112;559-418-422-513-32-328-79-330-331-33-0-74-519-335-34-124-55-83-332-253-111-20-1-417-424-164-138-160-420-559
;;31;69,605;24,2399;1664;1112;559-418-422-417-1-111-20-513-32-328-79-330-331-33-0-74-519-335-34-124-55-83-332-253-424-164-138-160-420-559
;;32;69,605;24,3091;1664;1112;559-418-422-417-20-111-1-513-32-328-79-330-331-33-0-74-519-335-34-124-55-83-332-253-424-164-138-160-420-559
;;33;69,67;32,5307;1691;1059;559-418-160-420-138-164-424-417-1-111-20-513-32-328-79-330-331-33-0-74-335-83-55-124-34-339-413-559
;;34;69,67;32,5477;1691;1059;559-418-160-420-138-164-424-417-20-111-1-513-32-328-79-330-331-33-0-74-335-83-55-124-34-339-413-559
;;35;69,67;32,6681;1691;1059;559-418-160-420-138-164-424-417-20-111-1-513-32-328-79-330-331-33-0-74-335-83-124-55-34-339-413-559
;;36;69,67;32,6797;1691;1059;559-418-160-420-138-164-424-417-1-111-20-513-32-328-79-330-331-33-0-74-335-83-124-55-34-339-413-559
;;37;69,74;32,7511;1691;1059;559-418-424-164-138-160-420-417-20-111-1-513-32-328-79-330-331-33-0-74-335-83-124-55-34-339-413-559
;;38;69,67;32,7601;1691;1059;559-418-160-420-138-164-424-417-1-20-111-513-32-328-79-330-331-33-0-74-335-83-124-55-34-339-413-559
;;39;69,67;32,8448;1691;1059;559-418-160-420-138-164-424-417-1-20-111-513-32-328-79-330-331-33-0-74-335-83-55-124-34-339-413-559
;;40;69,67;33,0437;1691;1059;559-418-160-420-138-164-424-417-111-20-1-513-32-328-79-330-331-33-0-74-335-83-55-124-34-339-413-559
;;41;69,67;33,0563;1691;1059;559-418-160-420-138-164-424-417-111-20-1-513-32-328-79-330-331-33-0-74-335-83-124-55-34-339-413-559
;;42;69,74;33,874;1691;1059;559-418-424-164-138-160-420-417-111-20-1-513-32-328-79-330-331-33-0-74-335-83-124-55-34-339-413-559
;;43;69,74;34,0196;1691;1059;559-418-424-164-138-160-420-417-1-20-111-513-32-328-79-330-331-33-0-74-335-83-124-55-34-339-413-559
;;44;69,74;34,2059;1691;1059;559-418-424-164-138-160-420-417-1-111-20-513-32-328-79-330-331-33-0-74-335-83-124-55-34-339-413-559
;;45;69,74;34,4394;1691;1059;559-418-424-164-138-160-420-417-1-111-20-513-32-328-79-330-331-33-0-74-335-83-55-124-34-339-413-559
;;46;69,74;34,5758;1691;1059;559-418-424-164-138-160-420-417-1-20-111-513-32-328-79-330-331-33-0-74-335-83-55-124-34-339-413-559
