;;29;24,87;310,149;1764;1581;0-944-862-1303-895-1074-780-1522-1799-1889-1352-1376-1784-2004-1595-1910-2123-2008-1962-1950-1676-1822-1529-1971-1550-1997-2128-127-529-640-1360-635-0
;;30;24,98;236,793;1791;1554;0-944-862-1303-895-1074-780-1375-1522-1799-1889-1784-1352-1376-2008-2004-1910-1962-1676-1950-2123-1822-1971-1550-1997-2128-127-628-1093-640-635-0
;;31;24,99;236,964;1808;1538;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1784-1352-2004-2008-1595-1910-1962-1676-1950-2123-1822-1971-1550-1997-2128-127-628-1093-640-635-0
;;32;24,99;237,353;1808;1538;0-944-862-1303-895-1074-780-1522-1799-1889-1352-1376-1784-2004-1595-2008-2123-1910-1962-1676-1950-1822-1971-1550-1997-2128-127-628-1093-640-635-0
;;33;24,94;513,838;1705;1624;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1784-1352-1962-2123-2008-1910-1676-2004-1950-1822-1971-1550-2128-1997-127-529-450-640-868-635-627-0
;;34;24,88;514,055;1742;1603;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1784-1352-1962-2123-2008-1910-1676-2004-1950-1822-1971-1550-2128-1997-127-529-450-640-1360-868-635-0
;;35;24,95;514,662;1693;1637;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1784-1352-1962-2123-2008-1910-1676-2004-1950-1529-1822-1971-1550-2128-1997-127-529-640-868-635-627-0
;;36;24,89;514,88;1730;1616;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1784-1352-1962-2123-2008-1910-1676-2004-1950-1529-1822-1971-1550-2128-1997-127-529-640-1360-868-635-0
;;37;24,88;515,486;1735;1608;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1784-1352-1962-2123-2008-1910-1676-2004-1950-1529-1822-1971-1550-2128-1997-127-529-450-640-868-635-0
;;38;24,86;516,693;1777;1579;0-944-862-1303-895-1074-780-1522-1889-1799-1784-1352-1376-2004-2123-2008-1910-1962-1950-1676-1822-1529-1971-1550-1997-2128-127-529-450-640-1360-635-0
;;39;24,75;521,667;1755;1585;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1784-1352-1962-1950-1676-2004-1595-1910-2123-2008-1967-1822-1529-1971-1550-1997-2128-127-529-640-635-0
;;40;25;524,211;1823;1464;0-944-862-1303-1074-780-1522-1889-1799-1784-1376-1352-2004-1950-1676-1962-1910-2123-2008-1595-1529-1822-1971-1550-1997-2128-127-628-1093-640-635-0

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;24,67;452,99;1523;1688;0-944-862-1303-895-1074-780-1522-1799-1352-1784-1376-2123-1676-2008-1950-2004-1822-1971-1550-2128-1997-1643-1244-127-529-640-868-635-627-0
;;2;24,75;52,5736;1755;1585;0-944-862-1303-895-1074-780-1522-1889-1799-1352-1784-1376-1950-1595-1676-1910-1962-2004-2008-2123-1967-1529-1822-1971-1550-2128-1997-127-529-640-635-0
;;3;24,75;346,672;1755;1585;0-944-862-1303-895-1074-780-1522-1889-1799-1352-1784-1376-1950-1595-1676-1910-1962-2004-2008-2123-1822-1529-1967-1971-1550-2128-1997-127-529-640-635-0
;;4;24,74;373,85;1768;1535;0-944-862-1303-895-780-1522-1889-1799-1784-1352-1376-1962-2004-2008-2123-1676-1910-1595-1950-1967-1529-1822-1971-1550-2128-1997-127-529-450-640-635-0
;;5;24,77;535,363;1599;1672;0-944-862-1303-895-1074-780-1522-1889-1799-1352-1784-1376-2123-1676-2008-1950-2004-1910-1822-1971-1550-1997-2128-1643-127-529-640-868-635-627-0
;;6;24,77;535,435;1603;1662;0-944-862-1303-895-1074-780-1522-1799-1889-1352-1376-1784-2004-1950-2008-1676-2123-1962-1910-1822-1971-1550-2128-1643-127-529-640-868-635-627-0
;;7;24,94;569,15;1675;1642;0-944-862-1303-895-1074-780-1375-1522-1799-1889-1352-1376-1784-1962-1910-1950-2008-1676-2123-2004-1822-1971-1550-1997-2128-127-529-640-868-635-627-0
;;8;24,93;581,498;1683;1611;0-944-862-1303-895-1074-780-1375-1522-1889-1799-1352-1784-1962-2123-1676-2008-1950-2004-1910-1822-1971-1550-1997-2128-127-529-450-640-868-635-627-0
;;9;24,94;587,235;1678;1619;0-944-862-1303-895-1074-780-1375-1522-1889-1799-1352-1784-1962-2123-1676-2008-1950-2004-1910-1822-1971-1550-1997-2128-127-529-640-1360-868-635-627-0
;;10;24,89;639,526;1691;1598;0-944-862-895-1074-780-1522-1799-1889-1352-1784-1376-2004-1950-2008-1676-2123-1910-1962-1967-1529-1822-1971-1550-1997-2128-127-529-640-1360-868-635-0
;;11;24,75;643,809;1763;1540;0-944-862-1303-895-1074-780-1889-1799-1784-1376-1352-1962-2004-1910-1950-1676-2123-2008-1595-1967-1529-1822-1971-1550-1997-2128-127-529-450-640-635-0
;;12;24,73;655,548;1724;1597;0-944-862-1303-895-1074-780-1375-1522-1799-1352-1784-1376-1962-2004-2008-2123-1676-1950-1910-1529-1822-1967-1971-1550-1997-2128-127-529-450-640-635-0
;;13;24,87;655,646;1805;1517;0-862-1303-895-1074-780-1522-1889-1799-1352-1784-1376-1962-2004-2008-2123-1676-1950-1910-1529-1822-1967-1971-1550-1997-2128-127-529-450-640-1360-635-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;24,71;25,2822;1688;1644;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1784-1352-2004-2123-1676-1950-2008-1962-1822-1971-1550-1997-2128-1643-127-529-640-1360-868-635-0
;;2;24,95;167,757;1693;1637;0-944-862-1303-895-1074-780-1522-1799-1889-1352-1376-1784-1962-1910-2123-1676-1950-2004-2008-1822-1529-1971-1550-1997-2128-127-529-640-868-635-627-0
;;3;24,95;168,396;1693;1637;0-944-862-1303-895-1074-780-1522-1889-1799-1784-1352-1376-1962-2004-1910-2123-1676-1950-2008-1822-1529-1971-1550-1997-2128-127-529-640-868-635-627-0
;;4;24,95;168,481;1693;1637;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1352-1784-2008-1950-1962-2004-1910-2123-1676-1822-1529-1971-1550-1997-2128-127-529-640-868-635-627-0
;;5;24,95;168,801;1693;1637;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1352-1784-2004-1950-1962-2008-1910-2123-1676-1822-1529-1971-1550-1997-2128-127-529-640-868-635-627-0
;;6;24,95;170,554;1693;1637;0-944-862-1303-895-1074-780-1522-1889-1799-1352-1784-1376-2004-1962-1950-2008-1910-2123-1676-1822-1529-1971-1550-1997-2128-127-529-640-868-635-627-0
;;7;24,95;173,173;1693;1637;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1784-1352-1962-1950-2004-2008-1910-2123-1676-1822-1529-1971-1550-1997-2128-127-529-640-868-635-627-0
;;8;24,95;176,738;1693;1637;0-944-862-1303-895-1074-780-1522-1799-1889-1784-1376-1352-1962-1910-1950-2004-2008-2123-1676-1822-1529-1971-1550-1997-2128-127-529-640-868-635-627-0
;;9;24,95;340,092;1693;1637;0-944-862-1303-895-1074-780-1522-1799-1889-1352-1376-1784-1962-1910-2123-2004-1676-1950-2008-1822-1529-1971-1550-1997-2128-127-529-640-868-635-627-0
;;10;24,95;340,158;1693;1637;0-944-862-1303-895-1074-780-1522-1889-1799-1784-1352-1376-1962-1910-2123-2004-1676-1950-2008-1822-1529-1971-1550-1997-2128-127-529-640-868-635-627-0
;;11;24,95;341,059;1693;1637;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1352-1784-1950-1676-1962-1910-2123-2004-2008-1822-1529-1971-1550-1997-2128-127-529-640-868-635-627-0
;;12;24,95;353,112;1693;1637;0-944-862-1303-895-1074-780-1522-1799-1889-1352-1376-1784-1962-1910-1950-2123-2008-2004-1676-1822-1529-1971-1550-2128-1997-127-529-640-868-635-627-0
;;13;24,95;353,783;1693;1637;0-944-862-1303-895-1074-780-1522-1889-1799-1784-1352-1376-1962-1910-2008-1950-2123-2004-1676-1822-1529-1971-1550-2128-1997-127-529-640-868-635-627-0
;;14;24,95;355,697;1693;1637;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1352-1784-2004-2123-1962-1910-2008-1950-1676-1822-1529-1971-1550-2128-1997-127-529-640-868-635-627-0
;;15;24,95;413,455;1693;1637;0-944-862-1303-895-1074-780-1522-1799-1889-1352-1376-1784-2004-2008-1950-1910-1676-2123-1962-1822-1529-1971-1550-1997-2128-127-529-640-868-635-627-0
;;16;24,95;416,089;1693;1637;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1352-1784-2004-2008-1950-1910-1676-2123-1962-1822-1529-1971-1550-1997-2128-127-529-640-868-635-627-0
;;17;24,95;416,25;1693;1637;0-944-862-1303-895-1074-780-1522-1799-1889-1784-1376-1352-2008-2004-1950-1910-1676-2123-1962-1822-1529-1971-1550-1997-2128-127-529-640-868-635-627-0
;;18;24,95;420,734;1697;1633;0-944-862-1303-895-1074-780-1522-1889-1799-1352-1784-1376-2004-2008-1950-1676-2123-1962-1822-1529-1971-1550-1997-2128-127-529-640-1360-868-635-627-0
;;19;24,95;423,18;1697;1633;0-944-862-1303-895-1074-780-1522-1799-1889-1352-1784-1376-2004-2008-1950-1676-2123-1962-1822-1529-1971-1550-1997-2128-127-529-640-868-1360-635-627-0
;;20;24,95;239,951;1700;1632;0-944-862-1303-895-1074-780-1522-1799-1889-1352-1376-1784-2004-2008-1950-1910-1676-2123-1962-1822-1971-1550-2128-1997-127-529-640-868-1360-635-627-0
;;21;24,95;258,181;1700;1632;0-944-862-1303-895-1074-780-1522-1799-1889-1784-1376-1352-2008-2004-1950-1910-1676-2123-1962-1822-1971-1550-2128-1997-127-529-640-868-1360-635-627-0
;;22;24,95;259,75;1700;1632;0-944-862-1303-895-1074-780-1522-1889-1799-1352-1784-1376-2004-2008-1910-1950-1676-2123-1962-1822-1971-1550-2128-1997-127-529-640-868-1360-635-627-0
;;23;24,95;259,806;1700;1632;0-944-862-1303-895-1074-780-1522-1799-1889-1352-1784-1376-2004-2008-1910-1950-1676-2123-1962-1822-1971-1550-2128-1997-127-529-640-868-1360-635-627-0
;;24;24,95;259,987;1700;1632;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1352-1784-2004-1676-2008-1910-1950-2123-1962-1822-1971-1550-2128-1997-127-529-640-868-1360-635-627-0
;;25;24,95;277,369;1700;1632;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1784-1352-2004-1676-2008-1910-1950-2123-1962-1822-1971-1550-2128-1997-127-529-640-868-1360-635-627-0
;;26;24,95;277,904;1700;1632;0-944-862-1303-895-1074-780-1522-1799-1889-1352-1376-1784-2004-1910-1676-2008-1950-2123-1962-1822-1971-1550-2128-1997-127-529-640-868-1360-635-627-0
;;27;24,95;423,239;1700;1632;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1352-1784-2004-1910-2008-1950-1676-2123-1962-1822-1971-1550-1997-2128-127-529-640-868-1360-635-627-0
;;28;24,95;454,614;1700;1632;0-944-862-1303-895-1074-780-1522-1799-1889-1352-1376-1784-2004-1910-2123-2008-1950-1676-1962-1822-1971-1550-1997-2128-127-529-640-868-1360-635-627-0
;;29;24,94;44,2088;1702;1625;0-944-862-1303-895-1074-780-1522-1889-1799-1784-1352-1376-1676-2123-1950-2004-1962-2008-1822-1529-1971-1550-1997-2128-127-529-450-640-868-635-627-0
;;30;24,94;44,4348;1702;1625;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1352-1784-1962-2008-1676-2123-1950-2004-1822-1529-1971-1550-1997-2128-127-529-450-640-868-635-627-0
;;31;24,94;91,9314;1702;1625;0-944-862-1303-895-1074-780-1522-1889-1799-1352-1784-1376-2123-1676-1950-1962-2008-2004-1822-1529-1971-1550-2128-1997-127-529-450-640-868-635-627-0
;;32;24,94;99,0314;1702;1625;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1784-1352-1962-2008-2123-1676-1950-2004-1822-1529-1971-1550-2128-1997-127-529-450-640-868-635-627-0
;;33;24,94;167,092;1702;1625;0-944-862-1303-895-1074-780-1522-1889-1799-1352-1784-1376-1962-2123-1676-1950-2004-2008-1822-1529-1971-1550-1997-2128-127-529-450-640-868-635-627-0
;;34;24,94;167,635;1702;1625;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1784-1352-1962-2123-1676-1950-2004-2008-1822-1529-1971-1550-1997-2128-127-529-450-640-868-635-627-0
;;35;24,94;196,67;1702;1625;0-944-862-1303-895-1074-780-1522-1889-1799-1352-1784-1376-1950-2008-2123-1676-2004-1962-1529-1822-1971-1550-2128-1997-127-529-450-640-868-635-627-0
;;36;24,94;226,129;1702;1625;0-944-862-1303-895-1074-780-1522-1889-1799-1352-1784-1376-2004-1676-2123-2008-1950-1962-1529-1822-1971-1550-2128-1997-127-529-450-640-868-635-627-0
;;37;24,94;321,064;1702;1625;0-944-862-1303-895-1074-780-1522-1889-1799-1784-1352-1376-1962-2123-1950-2008-1676-2004-1822-1529-1971-1550-1997-2128-127-529-450-640-868-635-627-0
;;38;24,94;324,018;1702;1625;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1352-1784-2004-1676-1962-2123-1950-2008-1822-1529-1971-1550-1997-2128-127-529-450-640-868-635-627-0
;;39;24,94;324,233;1702;1625;0-944-862-1303-895-1074-780-1522-1889-1799-1352-1784-1376-2123-1962-2004-1676-1950-2008-1822-1529-1971-1550-1997-2128-127-529-450-640-868-635-627-0
;;40;24,94;338,073;1702;1625;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1784-1352-1962-2123-2004-1676-1950-2008-1822-1529-1971-1550-1997-2128-127-529-450-640-868-635-627-0
;;41;24,94;341,874;1702;1625;0-944-862-1303-895-1074-780-1522-1889-1799-1784-1352-1376-2004-2123-1950-1676-1962-2008-1822-1529-1971-1550-2128-1997-127-529-450-640-868-635-627-0
;;42;24,94;344,217;1702;1625;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1352-1784-2004-2123-1950-1676-1962-2008-1822-1529-1971-1550-2128-1997-127-529-450-640-868-635-627-0
;;43;24,94;345,464;1702;1625;0-944-862-1303-895-1074-780-1522-1889-1799-1352-1784-1376-2123-2008-2004-1950-1962-1676-1822-1529-1971-1550-2128-1997-127-529-450-640-868-635-627-0
;;44;24,94;353,055;1702;1625;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1784-1352-1962-1950-2123-2008-2004-1676-1822-1529-1971-1550-2128-1997-127-529-450-640-868-635-627-0
;;45;24,94;360,147;1702;1625;0-944-862-1303-895-1074-780-1522-1889-1799-1784-1352-1376-1950-2008-2004-2123-1962-1676-1822-1529-1971-1550-1997-2128-127-529-450-640-868-635-627-0
;;46;24,94;360,738;1702;1625;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1352-1784-1962-1676-1950-2008-2004-2123-1822-1529-1971-1550-1997-2128-127-529-450-640-868-635-627-0
;;47;24,94;408,777;1702;1625;0-944-862-1303-895-1074-780-1522-1889-1799-1352-1784-1376-2004-1676-2123-1950-2008-1962-1822-1529-1971-1550-1997-2128-127-529-450-640-868-635-627-0
;;48;24,94;413,031;1702;1625;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1784-1352-2008-1950-2004-1676-2123-1962-1822-1529-1971-1550-1997-2128-127-529-450-640-868-635-627-0
;;49;24,94;38,1816;1705;1624;0-944-862-1303-895-1074-780-1522-1799-1889-1352-1376-1784-2004-2008-1950-2123-1676-1910-1962-1822-1971-1550-1997-2128-127-529-450-640-868-635-627-0
;;50;24,94;39,8386;1705;1624;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1352-1784-2004-2008-1950-2123-1676-1910-1962-1822-1971-1550-1997-2128-127-529-450-640-868-635-627-0
;;51;24,94;41,2194;1705;1624;0-944-862-1303-895-1074-780-1522-1799-1889-1784-1376-1352-2008-2004-1950-2123-1676-1910-1962-1822-1971-1550-1997-2128-127-529-450-640-868-635-627-0
;;52;24,94;109,554;1705;1624;0-944-862-1303-895-1074-780-1522-1799-1889-1352-1376-1784-1962-1910-2008-2123-1676-1950-2004-1822-1971-1550-2128-1997-127-529-450-640-868-635-627-0
;;53;24,94;109,71;1705;1624;0-944-862-1303-895-1074-780-1522-1889-1799-1784-1352-1376-1962-2004-1910-2008-2123-1676-1950-1822-1971-1550-2128-1997-127-529-450-640-868-635-627-0
;;54;24,94;114,144;1705;1624;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1352-1784-2004-1962-1910-2008-2123-1676-1950-1822-1971-1550-2128-1997-127-529-450-640-868-635-627-0
;;55;24,94;120,574;1705;1624;0-944-862-1303-895-1074-780-1522-1889-1799-1352-1784-1376-2004-1962-1910-2008-2123-1676-1950-1822-1971-1550-2128-1997-127-529-450-640-868-635-627-0
;;56;24,94;152,515;1705;1624;0-944-862-1303-895-1074-780-1522-1799-1889-1352-1376-1784-1962-2008-2004-1910-2123-1676-1950-1822-1971-1550-2128-1997-127-529-450-640-868-635-627-0
;;57;24,94;152,58;1705;1624;0-944-862-1303-895-1074-780-1522-1889-1799-1784-1352-1376-1962-1910-2004-2008-2123-1676-1950-1822-1971-1550-2128-1997-127-529-450-640-868-635-627-0
;;58;24,94;160,897;1705;1624;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1352-1784-2004-2008-1962-1910-2123-1676-1950-1822-1971-1550-2128-1997-127-529-450-640-868-635-627-0
;;59;24,94;163,731;1705;1624;0-944-862-1303-895-1074-780-1522-1799-1889-1784-1376-1352-2008-2004-1962-1910-2123-1676-1950-1822-1971-1550-2128-1997-127-529-450-640-868-635-627-0
;;60;24,94;71,9145;1709;1620;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1352-1784-1950-1962-2123-1676-2004-2008-1822-1971-1550-2128-1997-127-529-450-640-868-1360-635-627-0
;;61;24,94;236,36;1709;1620;0-944-862-1303-895-1074-780-1522-1889-1799-1784-1352-1376-2123-2008-1950-2004-1676-1962-1822-1971-1550-2128-1997-127-529-450-640-868-1360-635-627-0
;;62;24,94;236,643;1709;1620;0-944-862-1303-895-1074-780-1522-1889-1799-1376-1352-1784-2123-2008-1950-2004-1676-1962-1822-1971-1550-2128-1997-127-529-450-640-868-1360-635-627-0
