;;7;34,827;271,459;2269;2337;0-944-862-1303-1948-1821-1021-540-755-1364-1968-2088-273-1378-1498-1358-1367-2089-1422-1746-1581-1894-2086-2083-1726-1513-1669-1688-2076-1961-1817-1613-2018-1403-2084-419-895-1074-640-0
;;8;34,947;842,095;2069;2519;0-944-862-1948-1513-2083-1726-1581-1894-1746-1422-2089-1358-1367-1378-1364-1708-1968-2009-2088-2011-755-540-1021-1821-1669-1688-2076-1961-2022-1613-1817-1403-2084-419-895-1074-780-640-0
;;9;34,937;842,674;2103;2512;0-944-862-1948-1513-2083-1726-2086-1581-1894-1746-2089-1422-1367-1358-1364-1708-1968-2009-2088-2011-755-540-1021-1821-1669-1688-2076-1961-2022-1613-1817-1403-2084-419-895-1074-780-640-0
;;10;34,937;842,915;2055;2527;0-944-862-1948-1513-1726-2086-1581-1894-1746-1422-2089-1358-1367-1378-1364-1708-1968-2009-2088-2011-755-540-1021-1821-1669-1688-2076-1961-2022-1613-1817-1403-2084-419-895-1074-780-640-0
;;11;34,947;843,507;2180;2478;0-944-862-1303-1948-1669-1821-1021-540-755-1708-2088-2009-1968-1364-273-1367-1358-1422-2089-1581-1894-2086-2083-1726-1688-2076-1961-2022-1817-1613-2018-1403-2084-419-895-1074-780-640-0
;;12;34,937;843,58;2187;2465;0-944-862-1303-1948-1669-1821-1021-540-755-1708-2088-2009-1968-1364-273-1367-1358-1422-2089-1746-1581-1894-2086-1726-2083-1688-2076-1961-2022-1613-1817-2018-1403-2084-419-895-1074-640-0
;;13;34,947;843,74;2140;2495;0-944-862-1303-1948-1669-1821-1021-540-755-2011-2088-2009-1968-1364-273-1378-1367-1358-2089-1422-1894-1581-2083-1726-1688-2076-1961-2022-1817-1613-2018-1403-2084-419-895-1074-780-640-0
;;14;34,947;843,867;2151;2492;0-944-862-1303-1948-1669-1821-1021-540-755-1708-2088-2009-1968-1364-273-1367-1358-2089-1422-1746-1894-1581-1726-2083-1688-2076-1961-2022-1817-1613-2018-1403-2084-419-895-1074-780-640-0
;;15;34,697;848,63;2283;2334;0-944-862-1303-1948-1821-1021-755-540-1364-2088-273-1498-1378-1358-1367-2089-1422-1746-1581-1894-2086-2083-1726-1513-1669-1688-2076-1961-1817-1613-2018-1403-2084-2079-419-895-1074-640-0
;;16;34,777;848,741;2304;2296;0-944-862-1303-1948-1821-1021-755-540-1364-2088-273-1498-1378-1358-1367-2089-1422-1746-1581-1894-2086-2083-1726-1513-1669-1688-2076-1961-1817-2018-1403-2084-2079-419-895-1074-640-635-0
;;17;34,707;848,797;2260;2343;0-944-862-1303-1948-1821-1021-755-540-1364-2088-273-1498-1378-1358-1367-2089-1422-1746-1581-1894-2086-2083-1726-1513-1669-1688-2076-1961-1817-1613-1403-2084-2079-419-895-1074-780-640-0
;;18;34,787;848,853;2293;2309;0-944-862-1303-1948-1821-1021-755-540-1364-2088-273-1498-1378-1358-1367-2089-1422-1746-1581-1894-2086-2083-1726-1513-1669-1688-2076-1961-1817-1613-1403-2084-2079-419-895-1074-640-635-0
;;19;34,817;849,117;2259;2361;0-944-862-1303-1948-1821-1021-755-540-1364-2009-2088-273-1378-1498-1358-1367-2089-1422-1746-1581-1894-2086-2083-1726-1513-1669-1688-2076-1961-1817-2018-1403-2084-2079-419-895-1074-640-0
;;20;34,827;849,869;2248;2374;0-944-862-1303-1948-1821-1021-755-540-1364-2009-2088-273-1378-1498-1358-1367-2089-1422-1746-1581-1894-2086-2083-1726-1513-1669-1688-2076-1961-1817-1613-1403-2084-2079-419-895-1074-640-0
;;21;34,827;852,866;2252;2368;0-944-862-1303-1948-1513-1726-2083-2086-1581-1894-1746-1422-2089-1367-1498-1378-1021-755-540-273-1364-1968-2088-1821-1669-1688-2076-1961-1817-1613-2018-1403-2084-2079-419-895-1074-640-0

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;34,867;244,797;2136;2443;0-944-862-1303-1948-1821-1021-755-540-273-1968-2009-2088-2011-1364-1367-1358-2089-1894-1581-1513-1669-1688-2076-1961-1613-1817-2018-1403-2084-2079-419-895-1074-780-640-868-1360-635-0
;;2;34,997;611,823;2155;2370;0-944-862-1303-1948-1821-1021-540-755-273-1364-1367-1422-2089-1746-1581-1894-1513-1669-1688-1730-2076-1961-2022-1817-1613-2018-1403-2084-1519-2079-419-895-1074-780-640-1360-868-635-627-0
;;3;34,877;837,57;2089;2448;0-944-862-1303-1948-1821-755-540-1364-2011-2088-2009-1968-273-1021-1367-2089-1581-1894-1513-1669-1688-2076-1961-1613-1817-2018-1403-2084-1519-2079-419-895-1074-780-635-640-868-1360-0
;;4;34,867;838,249;2083;2450;0-944-862-1948-1513-1581-1894-2089-1367-1358-273-1968-2009-2088-2011-1364-540-755-1021-1821-1669-1688-1730-2076-1961-1613-1817-2018-1403-2084-2079-419-895-1074-780-635-640-868-1360-0
;;5;34,867;838,306;2076;2477;0-944-862-1303-1948-1821-755-540-1364-2011-2088-2009-1968-273-1021-1367-2089-1581-1894-1513-1669-1688-1730-2076-1961-1613-1817-2018-1403-2084-2079-419-895-1074-780-635-640-868-1360-0
;;6;34,84;849,453;2301;2170;0-944-862-1303-1688-1730-2038-2076-1961-1400-2022-1817-1613-2018-1403-2084-1519-2079-419-895-1074-780-1522-1376-1352-2004-1971-1550-1997-2128-1822-2008-1950-1676-2123-1962-1784-1799-1889-640-635-0
;;7;34,71;849,841;2215;2215;0-862-1303-1948-2038-1688-1730-2026-2076-1961-2022-1817-1613-2018-1403-2084-1519-2079-419-895-1074-780-1522-1352-2004-1971-1550-1997-2128-1822-2008-1950-1676-2123-1784-1376-1799-640-635-627-0
;;8;34,71;850,243;2266;2189;0-862-1303-1948-2038-1688-1730-2026-2076-1961-2022-1817-1613-2018-1403-2084-1519-2079-419-895-1074-780-1522-1352-2004-1971-1550-1997-2128-1822-2008-1950-1676-2123-1962-1784-1799-640-635-627-0
;;9;34,947;850,599;2183;2369;0-944-862-1303-1948-1821-540-755-273-1708-1364-1021-1367-1358-2089-1746-1581-1894-1513-1669-1688-1730-2076-1961-2022-1817-1613-2018-1403-2084-1519-2079-419-895-1074-780-635-640-868-1360-0
;;10;34,947;850,726;2195;2334;0-944-862-1303-1948-1513-1894-1581-2089-1367-1358-1708-273-1364-540-755-1021-2029-1821-1669-1688-1730-2076-1961-2022-1613-1817-2018-1403-2084-1519-2079-419-895-1074-780-635-640-868-1360-0
;;11;34,937;851,847;2192;2355;0-944-862-1303-1948-1513-1894-1581-1746-2089-1367-1358-1378-273-1364-540-755-1021-1821-1669-1688-1730-2076-1961-2022-1613-1817-2018-1403-2084-1519-2079-419-895-1074-780-635-640-868-1360-0
;;12;34,937;852,911;2209;2327;0-944-862-1303-1948-1821-2029-1021-755-540-1364-273-1358-1367-2089-1746-1581-1894-1513-1669-1688-1730-2076-1961-2022-1613-1817-2018-1403-2084-1519-2079-419-895-1074-780-635-640-868-1360-0
;;13;34,937;856,517;2144;2372;0-944-862-1303-1948-1821-2029-755-540-1364-1708-273-1021-1367-2089-1746-1581-1894-1513-1669-1688-1730-2076-1961-2022-1817-1613-2018-1403-2084-1519-2079-419-895-1074-780-635-640-868-1360-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;34,907;212,612;2029;2437;0-944-862-1303-1948-1513-2083-1726-2086-1581-1894-1746-1422-2089-1498-1367-1378-1708-1968-2009-2088-2011-1364-755-540-1021-2029-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;2;34,907;212,974;2029;2437;0-944-862-1303-1948-1513-1726-2083-2086-1894-1581-1746-1422-2089-1498-1367-1378-1708-1968-2009-2088-2011-1364-755-540-1021-2029-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;3;34,907;213,463;2029;2437;0-944-862-1303-1948-1513-1726-2083-2086-1581-1894-1746-1422-2089-1498-1367-1378-1708-1968-2009-2088-2011-1364-755-540-1021-2029-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;4;34,907;332,52;2029;2437;0-944-862-1303-1948-1513-2083-1726-2086-1894-1581-1746-1422-2089-1378-1367-1498-1364-1708-1968-2009-2088-2011-755-540-1021-2029-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;5;34,907;336,888;2029;2437;0-944-862-1303-1948-1513-1726-2083-2086-1894-1581-1746-1422-2089-1378-1367-1498-1364-1708-1968-2009-2088-2011-755-540-1021-2029-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;6;34,907;332,449;2068;2434;0-944-862-1303-1948-1513-2083-1726-2086-1894-1581-1746-1422-2089-1358-1378-1498-1367-1708-1968-2009-2088-2011-1364-755-540-1021-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;7;34,907;216,579;2076;2431;0-944-862-1303-1948-1513-1726-2083-2086-1894-1581-1746-2089-1422-1367-1378-1498-1708-1364-2011-2088-2009-1968-273-540-755-1021-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;8;34,907;265,565;2076;2431;0-944-862-1303-1948-1513-1726-2083-2086-1894-1581-1746-1422-2089-1367-1378-1498-1708-1364-273-1968-2009-2088-2011-755-540-1021-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;9;34,907;279,544;2076;2431;0-944-862-1303-1948-1821-1021-755-540-273-1708-2011-2088-2009-1968-1364-1378-1498-1367-1422-2089-1746-1581-1894-2086-2083-1726-1513-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;10;34,917;372,52;2076;2431;0-944-862-1303-1948-1821-1021-755-540-2088-1968-2009-2011-273-1708-1364-1498-1378-1367-2089-1422-1746-1894-1581-2086-1726-2083-1513-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;11;34,907;408,428;2076;2431;0-944-862-1303-1948-1513-2083-1726-2086-1581-1894-1746-1422-2089-1498-1378-1367-273-2011-2088-2009-1968-1708-1364-540-755-1021-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;12;34,917;462,715;2076;2431;0-944-862-1303-1948-1821-1513-1726-2083-2086-1581-1894-1746-1422-2089-1498-1367-1378-1021-1364-1968-2009-2088-2011-1708-273-540-755-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;13;34,907;204,062;2081;2427;0-944-862-1303-1948-1513-2083-1726-2086-1581-1894-1746-1422-2089-1367-1378-1708-273-1968-2009-2088-2011-1364-755-540-1021-2029-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;14;34,907;260,283;2081;2427;0-944-862-1303-1948-1513-1726-2083-2086-1894-1581-1746-1422-2089-1378-1367-1708-1364-273-1968-2009-2088-2011-755-540-1021-2029-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;15;34,907;281,987;2081;2427;0-944-862-1303-1948-1821-2029-755-540-273-1708-2011-2088-2009-1968-1364-1021-1378-1367-1422-2089-1746-1581-1894-2086-2083-1726-1513-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;16;34,907;300,113;2081;2427;0-944-862-1303-1948-1513-1726-2083-2086-1581-1894-1746-1422-2089-1378-1367-1364-1708-2011-2088-2009-1968-273-540-755-1021-2029-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;17;34,907;368,838;2081;2427;0-944-862-1303-1948-1513-2083-1726-2086-1581-1894-1746-1422-2089-1378-1367-1364-1708-273-1968-2009-2088-2011-755-540-1021-2029-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;18;34,907;368,902;2081;2427;0-944-862-1303-1948-1513-1726-2083-2086-1581-1894-1746-1422-2089-1378-1367-1364-1708-273-1968-2009-2088-2011-755-540-1021-2029-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;19;34,917;373,882;2081;2427;0-944-862-1303-1948-1513-2083-1726-2086-1581-1894-1746-1422-2089-1367-1378-1364-1708-273-2011-2009-1968-2088-540-755-1021-2029-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;20;34,917;374,544;2081;2427;0-944-862-1303-1948-1513-2083-1726-2086-1581-1894-1746-1422-2089-1378-1367-1364-1708-273-2011-2009-1968-2088-540-755-1021-2029-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;21;34,907;392,797;2081;2427;0-944-862-1303-1948-1513-2083-1726-2086-1581-1894-1746-2089-1422-1367-1378-1708-273-2011-2088-1968-2009-1364-540-755-1021-2029-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;22;34,907;483,622;2081;2427;0-944-862-1303-1948-1513-1726-2083-2086-1894-1581-1746-1422-2089-1378-1367-1708-1364-2009-1968-2088-2011-273-755-540-1021-2029-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;23;34,907;487,072;2081;2427;0-944-862-1303-1948-1513-2083-1726-2086-1894-1581-1746-1422-2089-1378-1367-1708-1364-2009-1968-2088-2011-273-755-540-1021-2029-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;24;34,907;199,225;2120;2424;0-944-862-1303-1948-1513-2083-1726-2086-1581-1894-1746-1422-2089-1378-1367-1358-273-2009-1968-2088-2011-1364-1708-540-755-1021-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;25;34,907;203,628;2120;2424;0-944-862-1303-1948-1513-2083-1726-2086-1581-1894-1746-1422-2089-1378-1367-1358-1708-273-1968-2009-2088-2011-1364-755-540-1021-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;26;34,907;206,297;2120;2424;0-944-862-1303-1948-1821-1021-540-755-1364-2011-2088-2009-1968-273-1708-1378-1367-1358-2089-1422-1746-1894-1581-2086-1726-2083-1513-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;27;34,907;212,555;2120;2424;0-944-862-1303-1948-1513-2083-1726-2086-1581-1894-1746-1422-2089-1358-1367-1378-273-2011-2088-2009-1968-1708-1364-755-540-1021-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;28;34,907;214,373;2120;2424;0-944-862-1303-1948-1821-1021-755-540-273-1364-2011-2088-2009-1968-1708-1378-1367-1358-2089-1422-1746-1894-1581-2086-2083-1726-1513-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;29;34,907;258,399;2120;2424;0-944-862-1303-1948-1513-2083-1726-2086-1581-1894-1746-1422-2089-1378-1367-1358-1708-1364-273-1968-2009-2088-2011-755-540-1021-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;30;34,907;299,937;2120;2424;0-944-862-1303-1948-1513-2083-1726-2086-1581-1894-1746-1422-2089-1367-1378-1358-1708-1364-2011-2088-2009-1968-273-540-755-1021-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;31;34,907;300,258;2120;2424;0-944-862-1303-1948-1821-1021-755-540-273-1968-2009-2088-2011-1708-1364-1358-1367-1378-2089-1422-1746-1894-1581-2086-2083-1726-1513-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;32;34,907;368,723;2120;2424;0-944-862-1303-1948-1513-2083-1726-2086-1581-1894-1746-1422-2089-1358-1367-1378-1708-273-1968-2009-2088-2011-1364-540-755-1021-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;33;34,927;372,415;2120;2424;0-944-862-1303-1948-1821-755-540-2088-1968-2009-2011-273-1708-1364-1021-1378-1367-1358-2089-1422-1746-1894-1581-2086-1726-2083-1513-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;34;34,917;372,583;2120;2424;0-944-862-1303-1948-1821-1021-755-540-2088-1968-2009-2011-273-1708-1364-1358-1378-1367-2089-1422-1746-1894-1581-2086-1726-2083-1513-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;35;34,907;389,817;2120;2424;0-944-862-1303-1948-1513-2083-1726-2086-1894-1581-1746-1422-2089-1358-1367-1378-1708-273-2011-2088-1968-2009-1364-540-755-1021-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;36;34,907;405,79;2120;2424;0-944-862-1303-1948-1513-2083-1726-2086-1581-1894-1746-1422-2089-1358-1378-1367-273-2011-2088-2009-1968-1708-1364-540-755-1021-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;37;34,917;462,488;2120;2424;0-944-862-1303-1948-1821-1513-1726-2083-2086-1581-1894-1746-1422-2089-1358-1367-1378-1021-1364-1968-2009-2088-2011-1708-273-540-755-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;38;34,917;474,328;2120;2424;0-944-862-1303-1948-1821-540-755-273-1708-2011-2088-1968-2009-1364-1021-1358-1378-1367-1422-2089-1746-1894-1581-2086-2083-1726-1513-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;39;34,907;478,392;2120;2424;0-944-862-1303-1948-1513-1726-2083-2086-1581-1894-1746-2089-1422-1367-1358-1378-1708-1364-2009-1968-2088-2011-273-755-540-1021-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;40;34,907;200,37;2132;2400;0-944-862-1303-1948-1513-2083-1726-2086-1581-1894-1746-1422-2089-1498-1367-1358-273-2009-1968-2088-2011-1364-1708-540-755-1021-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;41;34,907;203,138;2132;2400;0-944-862-1303-1948-1513-2083-1726-2086-1581-1894-1746-1422-2089-1498-1367-1358-1708-273-1968-2009-2088-2011-1364-755-540-1021-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;42;34,917;222,664;2132;2400;0-944-862-1303-1948-1821-1513-1726-2083-2086-1894-1581-1746-2089-1422-1367-1358-1498-1021-1708-1364-2011-2088-2009-1968-273-540-755-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;43;34,907;258,455;2132;2400;0-944-862-1303-1948-1513-2083-1726-2086-1581-1894-1746-1422-2089-1498-1367-1358-1708-1364-273-1968-2009-2088-2011-755-540-1021-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;44;34,907;265,872;2132;2400;0-944-862-1303-1948-1513-1726-2083-2086-1894-1581-1746-1422-2089-1358-1367-1498-1708-1364-273-1968-2009-2088-2011-755-540-1021-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;45;34,907;269,648;2132;2400;0-944-862-1303-1948-1821-1021-540-755-2011-2088-2009-1968-273-1364-1708-1498-1367-1358-2089-1422-1746-1581-1894-2086-2083-1726-1513-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;46;34,917;365,37;2132;2400;0-944-862-1303-1948-1821-540-755-273-1364-2011-2088-2009-1968-1708-1021-1367-1498-1358-2089-1422-1746-1894-1581-2086-1726-2083-1513-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;47;34,917;373,522;2132;2400;0-944-862-1303-1948-1513-2083-1726-2086-1581-1894-1746-1422-2089-1367-1498-1358-1364-1708-273-2011-2009-1968-2088-540-755-1021-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;48;34,927;475,04;2132;2400;0-944-862-1303-1948-1669-1821-1513-1726-2083-2086-1581-1894-1746-2089-1422-1367-1498-1358-1021-1364-2009-1968-2088-2011-1708-273-540-755-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;49;34,907;206,085;2137;2396;0-944-862-1303-1948-1513-2083-1726-2086-1581-1894-1746-1422-2089-1358-1367-1708-273-1968-2009-2088-2011-1364-755-540-1021-2029-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;50;34,907;259,471;2137;2396;0-944-862-1303-1948-1513-2083-1726-2086-1581-1894-1746-1422-2089-1358-1367-1708-1364-273-1968-2009-2088-2011-755-540-1021-2029-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;51;34,907;259,536;2137;2396;0-944-862-1303-1948-1513-1726-2083-2086-1894-1581-1746-1422-2089-1358-1367-1708-1364-273-1968-2009-2088-2011-755-540-1021-2029-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;52;34,907;260,105;2137;2396;0-944-862-1303-1948-1821-2029-1021-540-755-2011-2088-2009-1968-273-1364-1708-1367-1358-2089-1422-1746-1581-1894-2086-2083-1726-1513-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;53;34,907;300,057;2137;2396;0-944-862-1303-1948-1513-2083-1726-2086-1581-1894-1746-1422-2089-1358-1367-1364-1708-2011-2088-2009-1968-273-540-755-1021-2029-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;54;34,917;374,003;2137;2396;0-944-862-1303-1948-1513-2083-1726-2086-1581-1894-1746-1422-2089-1358-1367-1364-1708-273-2011-2009-1968-2088-540-755-1021-2029-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;55;34,907;475,103;2137;2396;0-944-862-1303-1948-1821-2029-1021-755-540-273-1708-2011-2088-1968-2009-1364-1358-1367-1422-2089-1746-1894-1581-2086-2083-1726-1513-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;56;34,907;483,506;2137;2396;0-944-862-1303-1948-1513-1726-2083-2086-1894-1581-1746-1422-2089-1358-1367-1708-1364-2009-1968-2088-2011-273-755-540-1021-2029-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
;;57;34,907;486,806;2137;2396;0-944-862-1303-1948-1513-2083-1726-2086-1894-1581-1746-1422-2089-1358-1367-1708-1364-2009-1968-2088-2011-273-755-540-1021-2029-1821-1669-1688-2076-1961-1817-1403-419-895-1074-780-640-0
